RERUN_SET,TIME,TRW,DVS,RDD,TMIN,TMAX,NFLV,LESTRS,LRSTRS,LDSTRS,PCEW,NSP,LAI,WAGT,WST,WLVG,WLVD,WSO,WRR14,WRT,ZRT,NSLLV,RNSTRS,NUPP,ANCR,ANLV,ANLD,ANST,ANSO,ANRT,NMAXL,NMINL,FNLV,ROOTN,ROOTC,SNH4,SNO3,WL0,ZW,IR,IRCUM2,RAINCUM2,RUNOFCUM2,EVSW,EVSWCUM2,TRWCUM2,GWTOT,CAPTOT,WLFLOUT,N2O,NH3,LEACHED,MINERALIZED,FERTILIZER,CO2RELEASED,SOC,SON,YEAR,DOY,CROPSTA,ETD,TRC,EVSC,RAIN,RAINCU
1,46.0,16.303,0.59474,18821800.0,23.0,30.0,1.4067,1.0,1.0,1.0,0.97883,0.0,5.9786,3577.8,1491.7,2055.7,9.56408e-05,30.316,0.0,1143.3,0.3,1.0,0.99865,8.0,137.39,84.1,3.82563e-07,29.063,0.18316,24.041,0.0457669,0.0172684,0.0409099,24.062,1143.3,23.351,4.3755,25.997,0.0,0.0,360.0,268.7,0.0,0.52777,254.63,232.15,0.0,0.0,3.0,0.000744133,0.23334,0.0,0.26296,0.0,3.1562,39442.0,2138.3,2017.0,46.0,4.0,10.487,18.093,0.52777,0.0,268.7
1,47.0,13.683,0.60875,18839800.0,23.0,30.0,1.3989,1.0,1.0,1.0,1.0,0.0,6.3506,3878.8,1635.0,2200.2,1.8886,41.722,0.0,1208.4,0.3,1.0,0.99838,8.0,145.39,88.838,3.82563e-07,31.249,0.23985,25.06,0.0452463,0.0170862,0.040377,25.081,1208.4,19.559,4.3141,6.1664,0.0,30.0,360.0,268.7,0.0,0.34595,255.15,248.45,0.0,0.0,3.0,0.000729273,0.18013,0.0,0.26244,0.0,3.1486,39439.0,2138.1,2017.0,47.0,4.0,8.2799,13.683,0.34595,0.0,268.7
1,48.0,14.243,0.62277,17458400.0,24.0,30.0,1.3972,1.0,1.0,1.0,1.0,0.0,6.6914,4193.1,1788.0,2336.0,13.658,55.396,0.0,1273.5,0.3,1.0,0.99875,8.0,153.39,93.49,0.00288927,33.53,0.304,26.06,0.0447257,0.016904,0.0400209,26.081,1273.5,15.081,4.2785,19.138,0.0,30.0,390.0,268.7,0.0,0.30084,255.5,262.13,0.0,0.0,3.0,0.000715779,0.12237,0.0,0.26668,0.0,3.2005,39436.0,2137.8,2017.0,48.0,4.0,8.538,14.243,0.30084,0.0,268.7
1,49.0,15.56,0.63716,18874200.0,24.0,31.0,1.4066,1.0,1.0,1.0,1.0,0.0,6.9668,4497.0,1939.4,2450.9,36.315,70.318,0.0,1333.7,0.3,1.0,0.99979,3.4287,161.39,97.998,0.0108676,35.954,0.37308,27.051,0.0441911,0.0167169,0.0399842,27.072,1333.7,14.645,4.2762,31.594,0.0,0.0,420.0,268.7,0.0,0.28528,255.8,276.38,0.0,0.0,3.0,0.000704661,0.11334,0.0,0.26976,0.0,3.2374,39433.0,2137.5,2017.0,49.0,4.0,9.292,15.56,0.28528,0.0,268.7
1,50.0,13.204,0.65159,17489300.0,24.0,30.0,1.3836,1.0,1.0,1.0,1.0,0.0,7.2162,4811.4,2099.7,2558.9,65.249,87.569,0.0,1393.2,0.3,1.0,0.99849,2.5913,164.82,99.841,0.0245303,37.067,0.4076,27.475,0.0436551,0.0165293,0.0390174,27.496,1393.2,14.572,4.2755,12.749,0.0,30.0,420.0,268.7,0.0,0.21734,256.09,291.94,0.0,0.0,3.0,0.000694756,0.10936,0.0,0.27123,0.0,3.2554,39429.0,2137.3,2017.0,50.0,4.0,8.0188,13.204,0.21734,1.5,268.7
1,51.0,11.279,0.66453,15978800.0,25.0,30.0,1.3652,1.0,1.0,1.0,1.0,23823400.0,7.4102,5122.4,2261.8,2650.8,103.33,106.43,0.0,1449.3,0.3,1.0,0.9967,2.1871,167.41,101.17,0.044334,37.966,0.43318,27.796,0.0431745,0.0163611,0.0381646,27.817,1449.3,14.498,4.2748,27.828,0.0,0.0,450.0,270.2,0.0,0.17212,256.3,305.14,0.0,0.0,3.0,0.000685127,0.10687,0.0,0.27601,0.0,3.3119,39426.0,2137.0,2017.0,51.0,4.0,6.9972,11.279,0.17212,1.1,270.2
1,52.0,9.1841,0.67781,15991600.0,25.0,30.0,1.3613,1.0,1.0,1.0,1.0,45878900.0,7.5231,5412.2,2415.9,2722.3,148.5,125.5,0.0,1499.3,0.3,1.0,0.99552,1.8685,169.59,102.23,0.069994,38.776,0.45318,28.068,0.0426812,0.0161884,0.037551,28.089,1499.3,14.423,4.2742,14.477,0.0,30.0,450.0,271.3,0.0,0.13884,256.48,316.42,0.0,0.0,3.0,0.000677187,0.1054,0.0,0.28084,0.0,3.3693,39423.0,2136.7,2017.0,52.0,4.0,5.9723,9.1841,0.13884,6.9,271.3
1,53.0,12.639,0.69109,16003900.0,26.0,31.0,1.3597,1.0,1.0,1.0,1.0,67942100.0,7.5941,5704.1,2574.2,2786.5,197.22,146.26,0.0,1547.4,0.3,1.0,0.99461,1.5986,171.46,103.07,0.10177,39.512,0.47046,28.303,0.042188,0.0160158,0.0369912,28.324,1547.4,14.347,4.2735,39.054,0.0,0.0,480.0,278.2,0.0,0.17359,256.61,325.6,0.0,0.0,3.0,0.000669869,0.10478,0.0,0.28665,0.0,3.4389,39419.0,2136.4,2017.0,53.0,4.0,7.7367,12.639,0.17359,7.4,278.2
1,54.0,10.177,0.70468,17544200.0,25.0,31.0,1.3622,1.0,1.0,1.0,1.0,89010200.0,7.6295,5984.8,2729.3,2839.1,248.58,167.72,0.0,1591.3,0.3,1.0,0.99445,1.3774,173.06,103.75,0.13984,40.181,0.48489,28.505,0.0416835,0.0158392,0.0365428,28.526,1591.3,14.269,4.2728,30.641,0.0,0.0,480.0,285.6,0.0,0.14564,256.79,338.24,0.0,0.0,3.0,0.000663514,0.10428,0.0,0.28726,0.0,3.4471,39416.0,2136.1,2017.0,54.0,4.0,6.6068,10.177,0.14564,0.0,285.6
1,55.0,15.093,0.71796,18963000.0,25.0,32.0,1.3619,1.0,1.0,1.0,1.0,111943000.0,7.6708,6292.4,2902.7,2896.5,300.2,192.9,0.0,1637.1,0.3,1.0,0.99366,1.1758,174.44,104.29,0.18442,40.789,0.49856,28.678,0.0411902,0.0156666,0.0360045,28.699,1637.1,14.19,4.2722,17.319,0.0,30.0,480.0,285.6,0.0,0.19719,256.93,348.42,0.0,0.0,3.0,0.000656087,0.10382,0.0,0.28762,0.0,3.4512,39412.0,2135.9,2017.0,55.0,4.0,9.1326,15.093,0.19719,0.0,285.6
1,56.0,12.848,0.73101,16037200.0,26.0,31.0,1.3615,1.0,1.0,1.0,1.0,135313000.0,7.7035,6607.9,3084.0,2951.3,352.25,220.41,0.0,1681.7,0.3,1.0,0.99282,1.0134,175.61,104.71,0.23567,41.334,0.5105,28.825,0.0407054,0.0154969,0.035479,28.846,1681.7,14.108,4.2715,29.028,0.0,0.0,510.0,285.6,0.0,0.16638,257.13,363.51,0.0,0.0,3.0,0.000648395,0.10406,0.0,0.29256,0.0,3.5104,39409.0,2135.6,2017.0,56.0,4.0,7.8322,12.848,0.16638,16.0,285.6
1,57.0,13.202,0.74459,16047100.0,25.0,30.0,1.3699,1.0,1.0,1.0,1.0,156280000.0,7.68,6892.9,3250.7,2985.1,410.39,246.75,0.0,1719.8,0.3,1.0,0.99386,0.89053,176.63,105.03,0.29367,41.829,0.51994,28.951,0.0402009,0.0153203,0.0351864,28.972,1719.8,14.026,4.2709,29.014,0.0,0.0,510.0,301.6,0.0,0.17132,257.3,376.36,0.0,0.0,3.0,0.000641585,0.1042,0.0,0.29061,0.0,3.4872,39405.0,2135.3,2017.0,57.0,4.0,7.9707,13.202,0.17132,47.2,301.6
1,58.0,16.317,0.75787,17588800.0,25.0,31.0,1.3789,1.0,1.0,1.0,0.94052,178318000.0,7.6482,7194.4,3430.4,3018.3,469.4,276.27,0.0,1757.8,0.3,1.0,0.99488,0.77328,177.52,105.28,0.35841,42.286,0.52888,29.061,0.0396222,0.0151477,0.0348814,29.083,1757.8,13.941,4.2702,59.841,0.0,0.0,510.0,348.8,0.0,0.25002,257.47,389.56,0.0,0.0,3.0,0.000639582,0.10397,0.0,0.28552,0.0,3.4262,39402.0,2135.0,2017.0,58.0,4.0,11.449,19.995,0.25002,0.0,348.8
1,59.0,16.318,0.77115,19008300.0,25.0,32.0,1.3891,1.0,1.0,1.0,0.94066,199607000.0,7.6045,7487.6,3601.8,3046.8,526.06,312.98,0.0,1792.7,0.3,1.008,0.9965,0.67431,178.29,105.46,0.42989,42.703,0.53833,29.156,0.0389847,0.014975,0.0346147,29.177,1792.7,13.855,4.2696,40.273,0.0,0.0,510.0,348.8,0.0,0.25789,257.72,405.88,0.0,0.0,3.0,0.000630289,0.10376,0.0,0.28655,0.0,3.4397,39399.0,2134.7,2017.0,59.0,4.0,11.554,19.989,0.25789,0.0,348.8
1,60.0,16.318,0.78421,16072800.0,26.0,31.0,1.3995,1.0,1.0,1.0,0.9799,221274000.0,7.5569,7787.9,3769.3,3074.5,580.76,363.34,0.0,1826.2,0.3,1.0158,0.9981,0.60469,178.97,105.59,0.50873,43.084,0.54947,29.237,0.0383581,0.0148053,0.0343421,29.258,1826.2,13.768,4.269,20.698,0.0,0.0,510.0,348.8,0.0,0.23753,257.98,422.2,0.0,0.0,3.0,0.000622506,0.10408,0.0,0.29401,0.0,3.5282,39395.0,2134.4,2017.0,60.0,4.0,10.392,18.05,0.23753,0.9,348.8
1,61.0,13.73,0.79779,16080000.0,25.0,30.0,1.4159,1.0,1.0,1.0,1.0,241615000.0,7.4777,8071.7,3920.5,3088.1,640.19,422.92,0.0,1855.8,0.3,1.0196,0.99964,0.51934,179.57,105.66,0.59503,43.441,0.56128,29.309,0.0377061,0.0146287,0.0342165,29.33,1855.8,13.718,4.2683,2.0417,0.0,30.0,510.0,349.7,0.0,0.19557,258.21,438.52,0.0,0.0,3.0,0.000616801,0.10519,0.0,0.29368,0.0,3.5233,39392.0,2134.1,2017.0,61.0,4.0,8.2234,13.73,0.19557,1.6,349.7
1,62.0,16.314,0.81107,17621900.0,25.0,31.0,1.42,1.0,1.0,1.0,1.0,263481000.0,7.4433,8378.7,4075.7,3102.1,700.06,500.78,0.0,1885.7,0.3,1.0248,1.0,0.28319,180.09,105.7,0.68844,43.761,0.57456,29.37,0.0370687,0.0144561,0.034072,29.391,1885.7,13.851,4.2677,16.716,0.0,30.0,540.0,351.3,0.0,0.23243,258.41,452.25,0.0,0.0,3.0,0.000609781,0.10892,0.0,0.2918,0.0,3.5019,39388.0,2133.8,2017.0,62.0,4.0,9.6067,16.314,0.23243,0.0,351.3
1,63.0,12.814,0.82435,19040600.0,24.0,31.0,1.414,1.0,1.0,1.0,1.0,286196000.0,7.4718,8699.7,4229.4,3115.4,759.26,595.74,0.0,1914.7,0.3,1.0326,1.0,0.2373,180.37,105.66,0.7891,43.943,0.58344,29.402,0.0364313,0.0142835,0.0339143,29.423,1914.7,13.981,4.2671,27.17,0.0,0.0,570.0,351.3,0.0,0.19015,258.64,468.56,0.0,0.0,3.0,0.000601848,0.1122,0.0,0.28623,0.0,3.4352,39385.0,2133.5,2017.0,63.0,4.0,7.9722,12.814,0.19015,0.0,351.3
1,64.0,10.83,0.83732,19046600.0,24.0,31.0,1.4078,1.0,1.0,1.0,1.0,310431000.0,7.5004,9044.4,4385.1,3128.6,818.33,712.34,0.0,1943.5,0.3,1.0424,1.0,0.19684,180.61,105.59,0.89736,44.101,0.59256,29.429,0.0358087,0.0141148,0.03375,29.45,1943.5,14.108,4.2665,11.166,0.0,30.0,570.0,351.3,0.0,0.16505,258.83,481.37,0.0,0.0,3.0,0.000592705,0.11476,0.0,0.28273,0.0,3.3918,39381.0,2133.2,2017.0,64.0,4.0,7.0198,10.83,0.16505,0.1,351.3
1,65.0,12.244,0.85029,17638400.0,25.0,31.0,1.4046,1.0,1.0,1.0,1.0,334570000.0,7.5114,9389.8,4532.3,3134.5,879.27,843.69,0.0,1970.0,0.3,1.0513,1.0,0.14128,180.81,105.5,1.0134,44.238,0.60116,29.451,0.035186,0.0139462,0.0336592,29.472,1970.0,14.257,4.2659,27.271,0.0,0.0,600.0,351.4,0.0,0.17823,259.0,492.2,0.0,0.0,3.0,0.000583769,0.11792,0.0,0.28631,0.0,3.4355,39378.0,2133.0,2017.0,65.0,4.0,7.6219,12.244,0.17823,2.4,351.4
1,66.0,13.216,0.86357,17642300.0,25.0,31.0,1.4071,1.0,1.0,1.0,1.0,357003000.0,7.4901,9712.7,4662.0,3126.9,943.47,980.37,0.0,1992.7,0.3,1.0561,1.0,0.0728077,180.95,105.4,1.1372,44.341,0.60777,29.466,0.0345486,0.0137736,0.0337068,29.487,1992.7,14.454,4.2653,14.25,0.0,30.0,600.0,353.8,0.0,0.1919,259.18,504.45,0.0,0.0,3.0,0.000576887,0.12259,0.0,0.29027,0.0,3.4822,39374.0,2132.7,2017.0,66.0,4.0,8.1194,13.216,0.1919,0.0,353.8
1,67.0,13.363,0.87685,20375000.0,24.0,32.0,1.4119,1.0,1.0,1.0,1.0,379377000.0,7.4558,10037.0,4783.6,3113.9,1007.8,1131.5,0.0,2013.4,0.3,1.0602,1.0,0.0310713,181.02,105.27,1.2677,44.397,0.61168,29.474,0.0339112,0.0136009,0.0338072,29.495,2013.4,14.674,4.2648,27.842,0.0,0.0,630.0,353.8,0.0,0.20104,259.37,517.66,0.0,0.0,3.0,0.000570631,0.12753,0.0,0.28661,0.0,3.4394,39371.0,2132.4,2017.0,67.0,4.0,8.3615,13.363,0.20104,0.0,353.8
1,68.0,16.321,0.88964,19061400.0,25.0,32.0,1.4147,1.0,1.0,1.0,0.99533,403609000.0,7.4314,10390.0,4906.3,3105.0,1068.0,1310.7,0.0,2033.5,0.3,1.0677,1.0,0.0202541,181.05,105.13,1.4048,44.422,0.61373,29.477,0.0332972,0.0134347,0.0338596,29.498,2033.5,14.881,4.2642,11.277,0.0,30.0,630.0,353.8,0.0,0.24628,259.57,531.03,0.0,0.0,3.0,0.000563541,0.13227,0.0,0.28971,0.0,3.4764,39367.0,2132.1,2017.0,68.0,4.0,10.119,17.001,0.24628,0.0,353.8
1,69.0,14.739,0.9027,20378900.0,24.0,32.0,1.3918,1.0,1.0,1.0,1.0,426297000.0,7.3819,10723.0,5013.5,3085.6,1130.0,1493.6,0.0,2050.4,0.3,1.0727,1.0,0.0960654,181.07,103.61,2.9313,44.438,0.61512,29.479,0.0326706,0.013265,0.0335781,29.5,2050.4,14.998,4.2636,21.71,0.0,0.0,660.0,353.8,0.0,0.22593,259.81,547.35,0.0,0.0,3.0,0.000557425,0.13596,0.0,0.28765,0.0,3.4523,39364.0,2131.8,2017.0,69.0,4.0,9.0561,14.739,0.22593,0.0,353.8
1,70.0,12.451,0.91549,19063200.0,25.0,32.0,1.3662,1.0,1.0,1.0,1.0,450282000.0,7.3328,11076.0,5118.1,3066.3,1189.5,1702.6,0.0,2066.2,0.3,1.0789,1.0,0.20137,181.17,100.89,5.6453,44.518,0.62264,29.488,0.0320566,0.0130987,0.0329038,29.509,2066.2,14.994,4.2631,3.7453,0.0,30.0,660.0,353.8,0.0,0.20085,260.04,562.09,0.0,0.0,3.0,0.0005509,0.13765,0.0,0.29088,0.0,3.4905,39360.0,2131.5,2017.0,70.0,4.0,7.8554,12.451,0.20085,0.0,353.8
1,71.0,13.356,0.92854,16110900.0,26.0,31.0,1.341,1.0,1.0,1.0,1.0,472732000.0,7.2625,11410.0,5208.2,3038.2,1250.0,1913.3,0.0,2079.0,0.3,1.0819,1.0,0.17619,181.37,98.078,8.4612,44.687,0.63872,29.505,0.03143,0.012929,0.0322821,29.526,2079.0,15.009,4.2625,18.093,0.0,30.0,690.0,353.8,0.0,0.21469,260.24,574.54,0.0,0.0,3.0,0.000545717,0.1413,0.0,0.29859,0.0,3.5833,39357.0,2131.2,2017.0,71.0,4.0,8.1064,13.356,0.21469,0.0,353.8
1,72.0,14.174,0.94212,12478400.0,27.0,30.0,1.3154,1.0,1.0,1.0,1.0,492503000.0,7.1627,11705.0,5280.4,2997.6,1313.7,2112.9,0.0,2088.6,0.3,1.0797,1.0,0.16059,181.55,94.945,11.595,44.836,0.65245,29.518,0.030778,0.0127524,0.031673,29.539,2088.6,15.037,4.262,31.523,0.0,0.0,720.0,353.8,0.0,0.23028,260.46,587.89,0.0,0.0,3.0,0.000542242,0.14644,0.0,0.30644,0.0,3.6776,39353.0,2130.9,2017.0,72.0,4.0,8.272,14.174,0.23028,1.6,353.8
1,73.0,16.322,0.95608,16107500.0,27.0,32.0,1.2887,1.0,1.0,1.0,0.99994,507820000.0,7.0289,11935.0,5330.6,2943.0,1381.9,2279.2,0.0,2094.6,0.3,1.0695,1.0,0.15297,181.71,91.4,15.139,44.976,0.6634,29.528,0.0301079,0.0125709,0.0310571,29.549,2094.6,15.07,4.2615,15.719,0.0,30.0,720.0,355.4,0.0,0.28692,260.69,602.07,0.0,0.0,3.0,0.000540102,0.1527,0.0,0.31393,0.0,3.7667,39349.0,2130.6,2017.0,73.0,4.0,9.64,16.37,0.28692,1.1,355.4
1,74.0,14.381,0.96964,16104600.0,27.0,32.0,1.2354,1.0,1.0,1.0,1.0,526293000.0,6.9229,12214.0,5383.3,2899.8,1438.5,2492.2,247.62,2100.1,0.3,1.0655,1.0,0.68955,181.86,85.525,18.791,44.075,4.3901,29.078,0.0294572,0.0123947,0.0294932,29.099,2100.1,14.563,4.2609,27.21,0.0,0.0,750.0,356.5,0.0,0.27173,260.97,618.39,0.0,0.0,3.0,0.000538339,0.1497,0.0,0.31725,0.0,3.8067,39346.0,2130.3,2017.0,74.0,4.0,8.6581,14.381,0.27173,12.0,356.5
1,75.0,11.849,0.9832,17637600.0,26.0,32.0,1.206,1.0,1.0,1.0,1.0,544506000.0,6.8142,12491.0,5427.9,2855.6,1492.1,2715.2,506.88,2103.8,0.3,1.059,1.0,0.30538,182.55,82.182,19.883,43.572,8.2919,28.619,0.0288065,0.0122184,0.0287796,28.64,2103.8,14.443,4.2604,21.557,0.0,0.0,750.0,368.5,0.0,0.24942,261.25,632.77,0.0,0.0,3.0,0.000535786,0.1521,0.0,0.31432,0.0,3.7713,39342.0,2130.0,2017.0,75.0,4.0,7.5269,11.849,0.24942,20.5,368.5
1,76.0,12.507,0.99652,16096300.0,26.0,31.0,1.1709,1.0,1.0,1.0,1.0,564299000.0,6.7116,12793.0,5468.4,2813.8,1539.6,2971.6,805.1,2106.0,0.3,1.0584,1.0,0.40824,182.85,78.589,20.892,42.538,12.78,28.055,0.0281672,0.0120453,0.0279299,28.076,2106.0,14.211,4.2599,26.958,0.0,0.0,750.0,389.0,0.0,0.26978,261.49,644.62,0.0,0.0,3.0,0.000531333,0.15115,0.0,0.31103,0.0,3.7314,39338.0,2129.7,2017.0,76.0,4.0,7.7343,12.507,0.26978,8.5,389.0
1,77.0,13.536,1.0101,16090900.0,26.0,31.0,1.1439,1.0,1.0,1.0,1.0,583036000.0,6.5987,13082.0,5499.3,2767.6,1586.9,3227.9,1103.1,2106.5,0.3,1.0562,1.0,0.57833,183.26,75.484,21.44,41.582,17.266,27.492,0.0279394,0.0119541,0.0272738,27.513,2106.5,13.804,4.2593,19.682,0.0,30.0,750.0,397.5,0.0,0.30436,261.76,657.13,0.0,0.0,3.0,0.000526067,0.1468,0.0,0.31056,0.0,3.7269,39334.0,2129.3,2017.0,77.0,4.0,8.2464,13.536,0.30436,1.2,397.5
1,78.0,10.658,1.057,16084700.0,26.0,31.0,1.1099,1.0,1.0,1.0,1.0,583036000.0,6.4901,13338.0,5424.1,2723.3,1631.3,3559.6,1488.8,2106.5,0.3,1.0649,1.0,0.6789,183.84,72.035,21.617,40.35,23.07,26.77,0.0276581,0.0117409,0.0264514,26.791,2106.5,13.298,4.2588,34.041,0.0,0.0,780.0,398.7,0.0,0.26574,262.07,670.66,0.0,0.0,3.0,0.000520789,0.14059,0.0,0.30997,0.0,3.7201,39331.0,2129.0,2017.0,78.0,4.0,6.8197,10.658,0.26574,34.3,398.7
1,79.0,12.697,1.1039,16077600.0,26.0,31.0,1.0775,1.0,1.0,1.0,1.0,583036000.0,6.3703,13594.0,5349.8,2677.0,1677.5,3890.0,1873.0,2106.5,0.3,1.0711,1.0,0.67886,184.52,68.639,21.802,39.164,28.852,26.062,0.0273767,0.0115278,0.0256401,26.083,2106.5,12.796,4.2583,54.417,0.0,0.0,780.0,433.0,0.0,0.32485,262.33,681.32,0.0,0.0,3.0,0.000515388,0.13414,0.0,0.30811,0.0,3.6969,39327.0,2128.7,2017.0,79.0,4.0,7.8519,12.697,0.32485,4.1,433.0
1,80.0,10.966,1.1508,16069700.0,26.0,31.0,1.0452,1.0,1.0,1.0,1.0,583036000.0,6.2467,13850.0,5276.2,2629.1,1725.5,4219.2,2255.8,2106.5,0.3,1.0773,1.0,0.79734,185.2,65.29,21.994,37.94,34.613,25.362,0.0270953,0.0113147,0.024834,25.383,2106.5,12.179,4.2578,42.495,0.0,0.0,780.0,437.1,0.0,0.30707,262.66,694.02,0.0,0.0,3.0,0.000509945,0.126,0.0,0.30824,0.0,3.6985,39323.0,2128.4,2017.0,80.0,4.0,6.9774,10.966,0.30707,1.0,437.1
1,81.0,10.646,1.1977,16061000.0,26.0,31.0,1.0132,1.0,1.0,1.0,1.0,583036000.0,6.1196,14105.0,5203.0,2579.5,1775.1,4547.1,2637.0,2106.5,0.3,1.0826,0.99898,0.61623,186.0,62.005,22.192,36.768,40.351,24.679,0.026814,0.0111015,0.0240382,24.7,2106.5,11.75,4.2573,29.222,0.0,0.0,780.0,438.1,0.0,0.32036,262.97,704.98,0.0,0.0,3.0,0.000504986,0.1211,0.0,0.30971,0.0,3.7162,39320.0,2128.1,2017.0,81.0,4.0,6.8313,10.646,0.32036,4.2,438.1
1,82.0,13.497,1.2446,17583500.0,26.0,32.0,0.98072,1.0,1.0,1.0,1.0,583036000.0,5.9894,14358.0,5129.8,2528.4,1826.2,4873.2,3016.2,2106.5,0.3,1.0888,0.99376,0.29881,186.61,58.739,22.397,35.429,46.058,23.989,0.0265326,0.0108884,0.0232321,24.01,2106.5,11.643,4.2568,19.456,0.0,30.0,780.0,442.3,0.0,0.4196,263.29,715.63,0.0,0.0,3.0,0.000500592,0.12146,0.0,0.31188,0.0,3.7416,39316.0,2127.8,2017.0,82.0,4.0,8.3833,13.497,0.4196,1.2,442.3
1,83.0,14.155,1.2905,17572200.0,26.0,32.0,0.94655,1.0,1.0,1.0,1.0,583036000.0,5.8561,14618.0,5063.6,2475.8,1878.7,5199.5,3395.6,2106.5,0.3,1.0977,0.98365,0.30008,186.91,55.431,22.607,33.833,51.767,23.273,0.0262568,0.0106794,0.0223887,23.294,2106.5,11.537,4.2563,33.739,0.0,0.0,810.0,443.5,0.0,0.46653,263.71,729.13,0.0,0.0,3.0,0.000496545,0.122,0.0,0.31253,0.0,3.7504,39312.0,2127.5,2017.0,83.0,4.0,8.7202,14.155,0.46653,1.7,443.5
1,84.0,14.215,1.3365,16029900.0,27.0,32.0,0.91347,1.0,1.0,1.0,1.0,583036000.0,5.7201,14872.0,5004.0,2421.9,1932.6,5513.6,3760.9,2106.5,0.3,1.106,0.96968,0.29998,187.21,52.251,22.822,32.287,57.264,22.586,0.0259809,0.0104704,0.0215742,22.607,2106.5,11.43,4.2558,17.818,0.0,30.0,810.0,445.2,0.0,0.49621,264.17,743.28,0.0,0.0,3.0,0.000492839,0.1228,0.0,0.3189,0.0,3.8264,39308.0,2127.2,2017.0,84.0,4.0,8.6649,14.215,0.49621,27.8,445.2
1,85.0,16.322,1.3833,17546800.0,27.0,33.0,0.88508,1.0,1.0,1.0,0.97171,583036000.0,5.5814,15099.0,4950.4,2366.7,1987.8,5794.5,4087.5,2106.5,0.3,1.1117,0.95548,0.30553,187.51,49.4,23.043,30.912,62.181,21.975,0.0257001,0.0102577,0.0208726,21.996,2106.5,11.323,4.2553,57.906,0.0,0.0,840.0,473.0,0.0,0.67034,264.67,757.5,0.0,0.0,3.0,0.000490165,0.12403,0.0,0.32104,0.0,3.8527,39304.0,2126.8,2017.0,85.0,4.0,10.921,18.5,0.67034,0.0,473.0
1,86.0,16.322,1.4287,17532800.0,27.0,33.0,0.85642,1.0,1.0,1.0,0.85742,583036000.0,5.4404,15329.0,4902.2,2310.4,2044.1,6071.8,4410.0,2106.5,0.3,1.1173,0.9386,0.30689,187.82,46.593,23.268,29.546,67.034,21.375,0.0254277,0.0100513,0.0201662,21.396,2106.5,11.215,4.2548,37.914,0.0,0.0,840.0,473.0,0.0,0.88927,265.34,773.82,0.0,0.0,3.0,0.00048752,0.12533,0.0,0.32359,0.0,3.8833,39300.0,2126.5,2017.0,86.0,4.0,13.502,23.682,0.88927,0.0,473.0
1,87.0,16.322,1.4741,17517900.0,27.0,33.0,0.83385,1.0,1.0,1.0,0.92705,583036000.0,5.298,15522.0,4858.9,2253.3,2101.3,6309.0,4685.8,2106.6,0.3,1.1198,0.92517,0.30885,188.12,44.177,23.497,28.396,71.185,20.868,0.0251554,0.00984496,0.0196059,20.889,2106.6,11.106,4.2543,17.703,0.0,0.0,840.0,473.0,0.0,0.84756,266.23,790.14,0.0,0.0,2.3332,0.00048516,0.12671,0.0,0.32708,0.0,3.9248,39297.0,2126.2,2017.0,87.0,4.0,11.984,20.606,0.84756,1.8,473.0
1,88.0,14.554,1.5195,15977300.0,27.0,32.0,0.80722,1.0,1.0,1.0,1.0,583036000.0,5.1545,15738.0,4819.8,2195.5,2159.1,6563.3,4981.4,2106.7,0.3,1.1244,0.90591,0.31171,188.43,41.609,23.728,27.139,75.634,20.323,0.024883,0.00963861,0.0189518,20.344,2106.7,10.996,4.2538,0.0,0.0,0.0,840.0,474.8,0.0,0.67408,267.08,806.46,0.0,0.0,1.8755,0.000483073,0.12815,0.0,0.32909,0.0,3.9493,39293.0,2125.9,2017.0,88.0,4.0,8.8717,14.554,0.67408,26.4,474.8
1,89.0,16.322,1.5663,15962100.0,27.0,32.0,0.783,1.0,1.0,1.0,0.99018,583036000.0,5.01,15938.0,4784.6,2137.1,2217.5,6798.5,5254.9,2106.7,0.3,1.1275,0.88754,0.31318,188.74,39.228,23.962,25.982,79.75,19.822,0.0246022,0.00942587,0.0183559,19.843,2106.7,10.884,4.2533,9.2964,0.0,0.0,840.0,501.2,0.0,0.84144,267.75,821.02,0.0,0.0,3.0,0.00048181,0.12953,0.0,0.3299,0.0,3.959,39289.0,2125.5,2017.0,89.0,4.0,10.302,17.408,0.84144,22.0,501.2
1,90.0,13.466,1.6131,14262800.0,27.0,31.0,0.75986,1.0,1.0,1.0,1.0,583036000.0,4.8645,16130.0,4753.0,2078.2,2276.3,7022.3,5515.2,2106.8,0.3,1.1297,0.86941,0.31359,189.06,36.964,24.197,24.881,83.667,19.348,0.0243213,0.00921313,0.0177864,19.369,2106.8,10.772,4.2529,11.133,0.0,0.0,840.0,523.2,0.0,0.72063,268.59,837.34,0.0,0.0,3.0,0.000480904,0.13066,0.0,0.32982,0.0,3.9575,39285.0,2125.2,2017.0,90.0,4.0,8.2042,13.466,0.72063,70.2,523.2
1,91.0,13.461,1.6611,15929600.0,27.0,32.0,0.73994,1.0,1.0,1.0,1.0,583036000.0,4.7163,16305.0,4724.6,2018.0,2336.6,7225.3,5751.2,2106.9,0.3,1.1303,0.85453,0.31322,189.37,34.898,24.438,23.892,87.22,18.923,0.0240337,0.00899522,0.0172937,18.944,2106.9,10.659,4.2524,64.146,0.0,0.0,840.0,593.4,0.0,0.79318,269.31,850.81,0.0,0.0,3.0,0.000477452,0.13138,0.0,0.32687,0.0,3.9221,39281.0,2124.9,2017.0,91.0,4.0,8.3852,13.461,0.79318,36.8,593.4
