RERUN_SET,TIME,TRW,DVS,RDD,TMIN,TMAX,NFLV,LESTRS,LRSTRS,LDSTRS,PCEW,NSP,LAI,WAGT,WST,WLVG,WLVD,WSO,WRR14,WRT,ZRT,NSLLV,RNSTRS,NUPP,ANCR,ANLV,ANLD,ANST,ANSO,ANRT,NMAXL,NMINL,FNLV,ROOTN,ROOTC,SNH4,SNO3,WL0,ZW,IR,IRCUM2,RAINCUM2,RUNOFCUM2,EVSW,EVSWCUM2,TRWCUM2,GWTOT,CAPTOT,WLFLOUT,N2O,NH3,LEACHED,MINERALIZED,FERTILIZER,CO2RELEASED,SOC,SON,YEAR,DOY,CROPSTA,ETD,TRC,EVSC,RAIN,RAINCU
1,11.0,0.36196,0.12661,15302100.0,25.0,30.0,1.1778,1.0,1.0,1.0,1.0,0.0,0.0614598,20.162,8.0646,12.097,0.0,0.0,0.0,17.099,0.1,1.0,1.0,0.26028,1.2794,0.64114,0.0,0.20613,0.0,0.43211,0.053,0.0233541,0.053,0.45313,17.099,48.973,7.9904,16.093,0.0,30.0,60.0,52.4,0.0,7.3662,82.757,2.6229,0.0,0.0,3.0,0.0267159,0.59985,0.0,0.29742,0.0,3.5684,39563.0,2148.4,2017.0,11.0,4.0,7.5961,0.36196,7.3662,17.9,52.4
1,12.0,0.37166,0.1394,15316300.0,25.0,30.0,1.1778,1.0,1.0,1.0,1.0,0.0,0.0716467,24.375,9.7499,14.625,0.0,0.0,0.0,20.231,0.1,1.0,1.0,0.30371,1.5397,0.77511,0.0,0.24944,0.0,0.5151,0.053,0.0231878,0.053,0.53613,20.231,53.88,7.9524,53.265,0.0,0.0,90.0,70.3,0.0,6.6408,90.123,2.9849,0.0,0.0,3.0,0.0255121,0.64609,0.0,0.2938,0.0,3.5255,39559.0,2148.1,2017.0,12.0,4.0,6.883,0.37166,6.6408,0.1,70.3
1,13.0,0.50622,0.15219,11875400.0,27.0,30.0,1.1778,1.0,1.0,1.0,1.0,0.0,0.0835222,29.338,11.735,17.603,0.0,0.0,0.0,23.81,0.1,1.0,1.0,0.30036,1.8434,0.93296,0.0,0.30046,0.0,0.60994,0.053,0.0230215,0.053,0.63097,23.81,57.666,7.9171,43.353,0.0,0.0,90.0,70.4,0.0,7.1927,96.764,3.3565,0.0,0.0,3.0,0.0246575,0.6832,0.0,0.29754,0.0,3.5709,39556.0,2147.8,2017.0,13.0,4.0,7.4994,0.50622,7.1927,5.9,70.4
1,14.0,0.63799,0.16564,13726000.0,27.0,31.0,1.1778,1.0,1.0,1.0,1.0,0.0,0.0980759,34.266,13.707,20.56,0.0,0.0,0.0,27.256,0.1,1.0,1.0,0.38015,2.1437,1.0897,0.0,0.35278,0.0,0.70126,0.053,0.0228467,0.053,0.72229,27.256,60.551,7.8814,38.554,0.0,0.0,90.0,76.3,0.0,7.7279,103.96,3.8627,0.0,0.0,3.0,0.0240187,0.73286,0.0,0.30447,0.0,3.6543,39552.0,2147.5,2017.0,14.0,4.0,8.1163,0.63799,7.7279,23.4,76.3
1,15.0,0.56657,0.17902,11899100.0,25.0,28.0,1.1883,1.0,1.0,1.0,1.0,0.0,0.11508,40.617,16.247,24.37,0.0,0.0,0.0,31.555,0.11,1.0,1.0,0.43327,2.5239,1.2916,0.0,0.41707,0.0,0.81519,0.053,0.0226728,0.053,0.83622,31.555,62.701,7.8441,50.588,0.0,0.0,90.0,99.7,0.0,5.9709,111.68,4.5007,0.0,0.0,3.0,0.0227492,0.74661,0.0,0.2949,0.0,3.5377,39548.0,2147.2,2017.0,15.0,4.0,6.3245,0.56657,5.9709,26.2,99.7
1,16.0,0.87559,0.19115,15377500.0,24.0,29.0,1.214,1.0,1.0,1.0,1.0,0.0,0.13317,47.899,19.16,28.739,0.0,0.0,0.0,36.328,0.11,1.0,1.0,0.58188,2.9571,1.5232,0.0,0.49229,0.0,0.94167,0.053,0.022515,0.053,0.9627,36.328,64.051,7.805,67.251,0.0,0.0,90.0,125.9,0.0,7.7633,117.65,5.0673,0.0,0.0,3.0,0.0211916,0.69509,0.0,0.2803,0.0,3.3635,39545.0,2146.9,2017.0,16.0,4.0,8.2978,0.87559,7.7633,32.3,125.9
1,17.0,1.3174,0.20329,13768500.0,25.0,29.0,1.2383,1.0,1.0,1.0,1.0,0.0,0.15411,57.812,23.125,34.687,0.0,0.0,0.0,42.636,0.12,1.0,1.0,0.63679,3.539,1.8384,0.0,0.59179,0.0,1.1088,0.053,0.0223572,0.053,1.1298,42.636,64.892,7.7658,87.912,0.0,0.0,90.0,158.2,0.0,9.3629,125.42,5.9429,0.0,0.0,3.0,0.0199054,0.65401,0.0,0.26981,0.0,3.2372,39542.0,2146.6,2017.0,17.0,4.0,10.113,1.3174,9.3629,5.0,158.2
1,18.0,1.4972,0.21575,15410200.0,25.0,30.0,1.2636,1.0,1.0,1.0,1.0,0.0,0.179,68.682,27.473,41.209,0.0,0.0,0.0,49.349,0.13,1.0,1.0,0.77895,4.1758,2.1841,0.0,0.70498,0.0,1.2867,0.053,0.0221952,0.053,1.3078,49.349,65.257,7.7235,79.231,0.0,0.0,90.0,163.2,0.0,9.2037,134.78,7.2603,0.0,0.0,3.0,0.0188575,0.61548,0.0,0.26633,0.0,3.1954,39539.0,2146.4,2017.0,18.0,4.0,10.065,1.4972,9.2037,0.0,163.2
1,19.0,1.2652,0.22854,13798400.0,25.0,29.0,1.2907,1.0,1.0,1.0,1.0,0.0,0.20867,82.144,32.858,49.287,0.0,0.0,0.0,57.412,0.14,1.0,1.0,0.87146,4.9548,2.6122,0.0,0.84219,0.0,1.5004,0.053,0.0220289,0.053,1.5214,57.412,65.3,7.6781,65.53,0.0,0.0,90.0,163.2,0.0,6.8615,143.98,8.7575,0.0,0.0,3.0,0.0181895,0.612,0.0,0.27167,0.0,3.2591,39535.0,2146.1,2017.0,19.0,4.0,7.616,1.2652,6.8615,0.2,163.2
1,20.0,2.1061,0.24101,13813700.0,26.0,30.0,1.3197,1.0,1.0,1.0,1.0,0.0,0.24237,97.29,38.916,58.374,0.0,0.0,0.0,66.198,0.14,1.0,1.0,0.99513,5.8262,3.0938,0.0,0.99917,0.0,1.7332,0.053,0.0218669,0.053,1.7542,66.198,65.021,7.6367,54.604,0.0,0.0,90.0,163.4,0.0,9.1116,150.85,10.023,0.0,0.0,3.0,0.0177064,0.62162,0.0,0.281,0.0,3.3711,39532.0,2145.8,2017.0,20.0,4.0,10.286,2.1061,9.1116,7.7,163.4
1,21.0,1.7565,0.25413,15461600.0,25.0,30.0,1.3492,1.0,1.0,1.0,1.0,0.0,0.28357,114.74,45.897,68.846,0.0,0.0,0.0,76.01,0.15,1.0,1.0,1.2532,6.8213,3.6488,0.0,1.1793,0.0,1.9932,0.053,0.0216963,0.053,2.0143,76.01,64.323,7.5886,48.086,0.0,0.0,90.0,171.1,0.0,6.9038,159.96,12.129,0.0,0.0,3.0,0.0171558,0.63452,0.0,0.28686,0.0,3.4426,39529.0,2145.5,2017.0,21.0,4.0,7.9555,1.7565,6.9038,15.7,171.1
1,22.0,2.3616,0.26692,16956700.0,24.0,30.0,1.3818,1.0,1.0,1.0,1.0,0.0,0.33058,136.98,54.792,82.188,0.0,0.0,0.0,88.103,0.16,1.0,1.0,1.5431,8.0745,4.356,0.0,1.4048,0.0,2.3137,0.053,0.02153,0.053,2.3347,88.103,63.175,7.5436,52.126,0.0,0.0,90.0,186.8,0.0,7.6348,166.86,13.885,0.0,0.0,3.0,0.0164423,0.62339,0.0,0.28561,0.0,3.4274,39525.0,2145.2,2017.0,22.0,4.0,9.0071,2.3616,7.6348,12.2,186.8
1,23.0,2.8292,0.27938,16976200.0,24.0,30.0,1.4151,1.0,1.0,1.0,1.0,0.0,0.38396,164.57,65.827,98.741,0.0,0.0,0.0,102.62,0.16,1.0,1.0,1.8,9.6176,5.2333,0.0,1.6859,0.0,2.6984,0.053,0.021368,0.053,2.7195,102.62,61.643,7.5021,51.329,0.0,0.0,90.0,199.0,0.0,7.5811,174.5,16.247,0.0,0.0,3.0,0.0157906,0.59886,0.0,0.28473,0.0,3.4164,39522.0,2145.0,2017.0,23.0,4.0,9.1856,2.8292,7.5811,0.0,199.0
1,24.0,3.2017,0.29185,15515100.0,25.0,30.0,1.4492,1.0,1.0,1.0,1.0,0.0,0.44597,196.95,78.779,118.17,0.0,0.0,0.0,119.12,0.17,1.0,1.0,1.992,11.418,6.263,0.0,2.019,0.0,3.1357,0.053,0.021206,0.053,3.1567,119.12,59.836,7.4599,37.919,0.0,0.0,90.0,199.0,0.0,7.1339,182.08,19.076,0.0,0.0,3.0,0.0152899,0.57995,0.0,0.28957,0.0,3.4759,39518.0,2144.7,2017.0,24.0,4.0,8.916,3.2017,7.1339,0.3,199.0
1,25.0,3.5303,0.30464,15533300.0,25.0,30.0,1.4849,1.0,1.0,1.0,1.0,0.0,0.51989,233.0,93.2,139.8,0.0,0.0,0.0,136.9,0.18,1.0,1.0,2.3173,13.41,7.4094,0.0,2.3934,0.0,3.6069,0.053,0.0210397,0.053,3.628,136.9,57.651,7.4127,24.883,0.0,0.0,90.0,199.3,0.0,6.6196,189.21,22.278,0.0,0.0,3.0,0.0148309,0.56354,0.0,0.29428,0.0,3.5309,39515.0,2144.4,2017.0,25.0,4.0,8.5847,3.5303,6.6196,9.8,199.3
1,26.0,3.8824,0.31743,13909800.0,25.0,29.0,1.5234,1.0,1.0,1.0,1.0,0.0,0.60607,275.35,110.14,165.21,0.0,0.0,0.0,157.1,0.19,1.0,1.0,2.5655,15.727,8.756,0.0,2.8289,0.0,4.1421,0.053,0.0208734,0.053,4.1631,157.1,55.18,7.3556,21.533,0.0,0.0,90.0,209.1,0.0,5.9447,195.83,25.808,0.0,0.0,3.0,0.0142452,0.69646,0.0,0.29408,60.0,3.5288,39511.0,2144.1,2017.0,26.0,4.0,8.0489,3.8824,5.9447,10.2,209.1
1,27.0,6.3895,0.3299,18422800.0,23.0,30.0,1.564,1.0,1.0,1.0,1.0,0.0,0.70395,322.51,129.0,193.51,0.0,0.0,0.0,178.83,0.19,1.0,1.0,3.3975,18.292,10.256,0.0,3.3186,0.0,4.718,0.053,0.0207113,0.053,4.739,178.83,62.775,7.3087,18.906,0.0,30.0,90.0,219.3,0.0,7.7488,201.78,29.691,0.0,0.0,3.0,0.0135658,0.75937,0.0,0.28849,0.0,3.4613,39508.0,2143.8,2017.0,27.0,4.0,11.018,6.3895,7.7488,0.0,219.3
1,28.0,6.3131,0.34203,17076500.0,24.0,30.0,1.6057,1.0,1.0,1.0,1.0,0.0,0.81464,385.82,154.33,231.49,0.0,0.0,0.0,207.04,0.2,1.0,1.0,3.7891,21.69,12.269,0.0,3.9555,0.0,5.4654,0.053,0.0205536,0.053,5.4864,207.04,67.695,7.259,31.768,0.0,0.0,120.0,219.3,0.0,6.357,209.52,36.08,0.0,0.0,3.0,0.0130221,0.7996,0.0,0.289,0.0,3.4686,39504.0,2143.5,2017.0,28.0,4.0,9.5532,6.3131,6.357,0.0,219.3
1,29.0,5.0737,0.3545,17096900.0,24.0,30.0,1.6153,1.0,1.0,1.0,1.0,0.0,0.9462,456.51,182.61,273.91,0.0,0.0,0.0,237.5,0.21,1.0,1.0,4.3288,25.479,14.517,0.0,4.6892,0.0,6.2727,0.053,0.0203915,0.053,6.2937,237.5,70.383,7.2033,16.098,0.0,30.0,120.0,219.3,0.0,4.5031,215.88,42.393,0.0,0.0,3.0,0.0125093,0.81924,0.0,0.29029,0.0,3.4834,39501.0,2143.2,2017.0,29.0,4.0,7.2273,5.0737,4.5031,0.0,219.3
1,30.0,6.0335,0.36696,17117300.0,24.0,30.0,1.6249,1.0,1.0,1.0,1.0,0.0,1.099,537.96,215.18,322.78,0.0,0.0,0.0,271.4,0.21,1.0,1.0,4.9372,29.808,17.107,0.0,5.5297,0.0,7.171,0.053,0.0202295,0.053,7.192,271.4,71.092,7.1468,33.521,0.0,0.0,150.0,219.3,0.0,4.3006,220.38,47.467,0.0,0.0,3.0,0.011975,0.81293,0.0,0.28911,0.0,3.4696,39497.0,2142.9,2017.0,30.0,4.0,7.4504,6.0335,4.3006,0.0,219.3
1,31.0,7.0606,0.37942,15644500.0,25.0,30.0,1.6347,1.0,1.0,1.0,1.0,0.0,1.2576,631.51,252.6,378.91,0.0,0.0,0.0,308.99,0.22,1.0,1.0,5.2625,34.745,20.082,0.0,6.4957,0.0,8.1672,0.053,0.0200675,0.053,8.1883,308.99,70.34,7.0879,20.187,0.0,0.0,150.0,219.3,0.0,3.9863,224.69,53.5,0.0,0.0,3.0,0.0115228,0.79331,0.0,0.29237,0.0,3.5087,39494.0,2142.6,2017.0,31.0,4.0,7.4757,7.0606,3.9863,0.0,219.3
1,32.0,11.109,0.39222,15663100.0,26.0,31.0,1.6445,1.0,1.0,1.0,1.0,0.0,1.436,731.68,292.67,439.01,0.0,0.0,0.0,347.83,0.23,1.0,1.0,5.7238,40.007,23.268,0.0,7.5435,0.0,9.1965,0.053,0.0199012,0.053,9.2175,347.83,68.28,7.0175,6.14,0.0,30.0,150.0,219.3,0.0,4.6909,228.67,60.561,0.0,0.0,3.0,0.0111758,0.78065,0.0,0.30172,0.0,3.6204,39490.0,2142.3,2017.0,32.0,4.0,9.6178,11.109,4.6909,0.6,219.3
1,33.0,7.0172,0.4053,12147000.0,26.0,29.0,1.6548,1.0,1.0,1.0,1.0,0.0,1.6344,841.52,336.61,504.91,0.0,0.0,0.0,388.86,0.23,1.0,1.0,5.3662,45.731,26.76,0.0,8.6872,0.0,10.284,0.0528031,0.0197311,0.053,10.305,388.86,65.904,6.9525,17.94,0.0,30.0,180.0,219.9,0.0,2.6016,233.36,71.67,0.0,0.0,3.0,0.0107373,0.75959,0.0,0.30218,0.0,3.626,39487.0,2142.0,2017.0,33.0,4.0,5.8904,7.0172,2.6016,11.7,219.9
1,34.0,10.525,0.42007,14042700.0,26.0,30.0,1.6593,1.0,1.0,1.0,1.0,0.0,1.8258,948.42,379.37,569.05,0.0,0.0,0.0,427.28,0.24,1.0,1.0,5.9277,51.097,30.048,0.0,9.7901,0.0,11.26,0.0522544,0.019539,0.0528031,11.281,427.28,62.345,6.8788,47.021,0.0,0.0,210.0,231.6,0.0,3.0462,235.96,78.687,0.0,0.0,3.0,0.010176,0.69363,0.0,0.29831,0.0,3.579,39483.0,2141.7,2017.0,34.0,4.0,7.5897,10.525,3.0462,12.6,231.6
1,35.0,9.5227,0.43523,15718700.0,25.0,30.0,1.654,1.0,1.0,1.0,1.0,0.0,2.054,1076.5,430.59,645.89,0.0,0.0,0.0,471.29,0.25,1.0,1.0,6.9365,57.025,33.75,0.0,10.982,0.0,12.292,0.0516916,0.0193421,0.0522544,12.313,471.29,57.321,6.7867,43.05,0.0,0.0,210.0,244.2,0.0,2.4128,239.01,89.212,0.0,0.0,3.0,0.00958012,0.60757,0.0,0.2943,0.0,3.532,39479.0,2141.4,2017.0,35.0,4.0,6.7381,9.5227,2.4128,10.1,244.2
1,36.0,10.182,0.45,15737000.0,25.0,30.0,1.6485,1.0,1.0,1.0,1.0,0.0,2.3245,1228.9,491.57,737.35,0.0,0.0,0.0,521.48,0.25,1.0,1.0,7.4924,63.962,38.115,0.0,12.39,0.0,13.457,0.0511429,0.01915,0.0516916,13.478,521.48,51.419,6.6716,38.215,0.0,0.0,210.0,254.3,0.0,2.1825,241.42,98.735,0.0,0.0,3.0,0.00894909,0.51254,0.0,0.29154,0.0,3.4991,39476.0,2141.1,2017.0,36.0,4.0,6.9776,10.182,2.1825,10.7,254.3
1,37.0,11.218,0.46477,15755100.0,25.0,30.0,1.6431,1.0,1.0,1.0,1.0,0.0,2.619,1396.2,558.46,837.69,0.0,0.0,0.0,574.65,0.26,1.0,1.0,7.9865,71.454,42.842,0.0,13.939,0.0,14.674,0.0505942,0.018958,0.0511429,14.695,574.65,44.826,6.5091,33.55,0.0,0.0,210.0,265.0,0.0,1.9984,243.61,108.92,0.0,0.0,3.0,0.00824219,0.41762,0.0,0.29055,0.0,3.4869,39472.0,2140.9,2017.0,37.0,4.0,7.4029,11.218,1.9984,1.0,265.0
1,38.0,11.083,0.47955,17278500.0,25.0,31.0,1.6377,1.0,1.0,1.0,1.0,0.0,2.9366,1578.2,631.3,946.95,0.0,0.0,0.0,630.51,0.27,1.0,1.0,8.0,79.441,47.91,0.0,15.602,0.0,15.929,0.0500454,0.0187659,0.0505942,15.95,630.51,38.053,6.3388,18.334,0.0,30.0,210.0,266.0,0.0,1.7107,245.6,120.14,0.0,0.0,3.0,0.00764728,0.32876,0.0,0.29221,0.0,3.5067,39469.0,2140.6,2017.0,38.0,4.0,7.4276,11.083,1.7107,0.2,266.0
1,39.0,12.247,0.49432,15790800.0,25.0,30.0,1.618,1.0,1.0,1.0,1.0,0.0,3.2876,1781.2,712.46,1068.7,0.0,0.0,0.0,690.53,0.28,1.0,1.0,5.7906,87.441,53.022,0.0,17.271,0.0,17.148,0.0494967,0.0185739,0.0496138,17.169,690.53,33.356,6.1786,32.74,0.0,0.0,240.0,266.2,0.0,1.4952,247.31,131.22,0.0,0.0,3.0,0.00716412,0.27458,0.0,0.29079,0.0,3.4896,39465.0,2140.3,2017.0,39.0,4.0,7.7371,12.247,1.4952,0.0,266.2
1,40.0,13.229,0.50909,17317200.0,25.0,31.0,1.5597,1.0,1.0,1.0,1.0,0.0,3.6477,1992.1,796.84,1195.3,0.0,0.0,0.0,750.65,0.28,1.0,1.0,6.0908,93.231,56.733,0.0,18.499,0.0,17.999,0.048948,0.0183818,0.0474647,18.02,750.65,28.396,5.8521,15.997,0.0,30.0,240.0,266.2,0.0,1.3377,248.81,143.47,0.0,0.0,3.0,0.00615183,0.21966,0.0,0.29092,0.0,3.4912,39462.0,2140.0,2017.0,40.0,4.0,8.2878,13.229,1.3377,0.3,266.2
1,41.0,10.358,0.52387,15825600.0,25.0,30.0,1.5086,1.0,1.0,1.0,1.0,0.0,4.0286,2221.9,890.41,1330.6,0.0,0.83556,0.0,813.69,0.29,1.0,1.0,6.0644,99.322,60.625,0.0,19.813,0.00677728,18.877,0.0483993,0.0181898,0.045562,18.898,813.69,23.568,5.3326,28.731,0.0,0.0,270.0,266.5,0.0,0.89659,250.15,156.69,0.0,0.0,3.0,0.00192926,0.32975,0.0,0.28951,60.0,3.4741,39458.0,2139.7,2017.0,41.0,4.0,6.7203,10.358,0.89659,2.2,266.5
1,42.0,16.208,0.53864,18745300.0,24.0,31.0,1.4689,1.0,1.0,1.0,0.96899,0.0,4.398,2455.7,988.42,1464.2,0.0,3.068,0.0,875.42,0.29,1.0,1.0,8.0,105.39,64.459,0.0,21.173,0.021402,19.733,0.0478506,0.0179977,0.0440228,19.754,875.42,27.28,5.015,16.677,0.0,30.0,270.0,268.7,0.0,1.2071,251.04,167.05,0.0,0.0,3.0,0.00156375,0.36137,0.0,0.2845,0.0,3.4128,39455.0,2139.4,2017.0,42.0,4.0,10.883,18.511,1.2071,0.0,268.7
1,43.0,16.293,0.55307,20060700.0,22.0,30.0,1.4557,1.0,1.0,1.0,0.96847,0.0,4.772,2709.2,1097.7,1604.6,0.0,6.9863,0.0,939.73,0.3,1.0,1.0,8.0,113.39,69.466,0.0,23.029,0.0492686,20.842,0.0473146,0.0178101,0.0432924,20.863,939.73,28.687,4.7878,26.261,0.0,0.0,300.0,268.7,0.0,0.99666,252.25,183.26,0.0,0.0,3.0,0.00129216,0.34835,0.0,0.26997,0.0,3.2395,39452.0,2139.1,2017.0,43.0,4.0,10.834,18.635,0.99666,0.0,268.7
1,44.0,16.297,0.56671,18784400.0,23.0,30.0,1.4366,1.0,1.0,1.0,0.98635,0.0,5.1797,2989.6,1221.7,1755.0,9.56408e-05,12.938,0.0,1008.1,0.3,1.0,0.99991,8.0,121.39,74.413,3.82563e-07,24.956,0.0872381,21.931,0.046808,0.0176328,0.0424014,21.952,1008.1,28.149,4.5976,5.9719,0.0,30.0,300.0,268.7,0.0,0.77205,253.25,199.55,0.0,0.0,3.0,0.000778536,0.3149,0.0,0.26545,0.0,3.1858,39449.0,2138.9,2017.0,44.0,4.0,10.29,17.638,0.77205,0.0,268.7
1,45.0,16.3,0.58072,18803300.0,23.0,30.0,1.4208,1.0,1.0,1.0,0.99694,0.0,5.5808,3277.5,1352.2,1904.6,9.56408e-05,20.619,0.0,1075.6,0.3,1.0,0.99939,8.0,129.39,79.29,3.82563e-07,26.968,0.13171,22.997,0.0462875,0.0174506,0.0416302,23.018,1075.6,26.276,4.4667,15.903,0.0,30.0,330.0,268.7,0.0,0.60655,254.02,215.85,0.0,0.0,3.0,0.000760292,0.27969,0.0,0.26495,0.0,3.1791,39445.0,2138.6,2017.0,45.0,4.0,9.8793,16.821,0.60655,0.0,268.7
