RUNNUM,ETDCUM,EVSCCUM,TRCCUM,WRR14,WSO,WAGT,PARCUM,TS,TMAXC,TMINC,TAVERC,DAYSFL,SF1,SF2,SPFERT,ANCR,RAINCUM,IRCUM,RUNOFCUM,TRWCUM,EVSWCUM,DRAICUM,CAPTOTCUM,DSWC,SOC,SON,FERCUM,EMD,DAE
1,853.53,293.01,999.16,7377.6,8623.9,17560.0,504.57,1905.8,3000.0,2472.0,2736.0,76.0,0.954,0.988,0.954,191.69,874.9,840.0,-98.59,964.61,278.54,283.13,0.0,0.0,39252.0,2122.5,180.0,1.0,98.0
2,850.95,293.17,996.23,7432.5,8660.3,17348.0,502.4,1905.8,3000.0,2472.0,2736.0,76.0,0.954,0.988,0.954,200.56,874.9,720.0,-86.4,909.65,271.42,237.41,0.0,0.0,39128.0,2112.1,180.0,1.0,98.0
