RERUN_SET,TIME,DVS,TMIN,TMAX,LAI,WL0,IR,N2O,NH3,LEACHED,CO2RELEASED,SOC,SON,DOY,CROPSTA,RAIN
1,334.0,0.45659,27.0,32.0,2.2734,0.0,0.0,0.00786266,0.71258,3.7294,26.932,141771.0,6707.0,334.0,4.0,6.0
1,335.0,0.47167,28.0,32.0,2.55,0.0,0.0,0.00437643,0.60127,0.0,34.773,141736.0,6704.1,335.0,4.0,0.8
1,336.0,0.48698,27.0,32.0,2.7566,0.0,50.0,0.00125988,0.51719,0.0,35.062,141701.0,6701.2,336.0,4.0,1.7
1,337.0,0.50206,28.0,32.0,3.0261,1.1763,0.0,0.0372664,0.5245,0.0,14.721,141687.0,6699.9,337.0,4.0,2.0
1,338.0,0.51737,28.0,32.0,3.3312,0.0,0.0,0.00797024,0.38682,0.0,26.795,141660.0,6697.7,338.0,4.0,3.0
1,339.0,0.53268,27.0,31.0,3.5721,0.0,0.0,0.00261346,0.31187,0.0,35.218,141625.0,6694.8,339.0,4.0,12.2
1,340.0,0.54813,27.0,31.0,3.8711,0.0,0.0,0.00672808,0.24051,0.0,27.841,141597.0,6692.4,340.0,4.0,29.2
1,341.0,0.56358,27.0,31.0,4.1933,0.0,0.0,0.0104221,0.19597,0.0,16.34,141581.0,6691.1,341.0,4.0,12.2
1,342.0,0.57903,26.0,32.0,4.5106,0.0,0.0,0.00018569,0.17621,0.0,16.496,141564.0,6689.7,342.0,4.0,9.7
1,343.0,0.59384,27.0,31.0,4.8732,0.0,0.0,0.0,0.14669,0.0,19.224,141545.0,6688.1,343.0,4.0,42.0
1,344.0,0.60929,27.0,31.0,5.1951,11.712,50.0,0.0,0.1297,0.0,14.651,141530.0,6686.9,344.0,4.0,21.6
1,345.0,0.62474,27.0,31.0,5.5079,69.283,0.0,0.0,0.12915,0.25322,14.647,141516.0,6685.7,345.0,4.0,27.6
1,346.0,0.64019,27.0,31.0,5.8085,82.475,0.0,0.0,0.12712,0.29282,14.64,141501.0,6684.4,346.0,4.0,13.7
1,347.0,0.65564,26.0,32.0,6.0829,79.443,0.0,0.0,0.12439,0.3296,14.506,141486.0,6683.2,347.0,4.0,0.2
1,348.0,0.66895,26.0,31.0,6.3696,61.13,0.0,0.0,0.12143,0.36345,14.365,141472.0,6682.0,348.0,4.0,0.0
1,349.0,0.68254,26.0,31.0,6.6061,46.62,0.0,0.0,0.11777,0.3943,14.055,141458.0,6680.9,349.0,4.0,0.7
1,350.0,0.69612,27.0,31.0,6.808,33.821,0.0,0.0,0.11633,0.4221,14.167,141444.0,6679.7,350.0,4.0,1.2
1,351.0,0.71001,25.0,31.0,6.9476,21.014,0.0,0.0,0.11558,0.44684,14.079,141430.0,6678.5,351.0,4.0,3.8
1,352.0,0.72329,23.0,24.0,7.1138,3.3939,50.0,0.0,0.10986,0.46855,13.252,141416.0,6677.4,352.0,4.0,0.0
1,353.0,0.73384,23.0,29.0,7.0564,34.758,0.0,0.0,0.10438,0.4873,12.785,141404.0,6676.3,353.0,4.0,1.3
1,354.0,0.7461,23.0,29.0,7.219,17.592,50.0,0.0,0.10158,0.50319,12.679,141391.0,6675.3,354.0,4.0,2.0
1,355.0,0.75836,25.0,29.0,7.3545,51.303,0.0,0.0,0.0998392,0.51636,12.528,141378.0,6674.2,355.0,4.0,2.3
1,356.0,0.7713,26.0,30.0,7.4164,32.331,0.0,0.0,0.10146,0.527,13.067,141365.0,6673.1,356.0,4.0,16.9
1,357.0,0.78492,26.0,31.0,7.4538,27.391,0.0,0.0,0.10613,0.5353,13.637,141352.0,6672.0,357.0,4.0,0.2
1,358.0,0.7985,26.0,31.0,7.497,5.7488,50.0,0.0,0.11066,0.54144,14.046,141338.0,6670.8,358.0,4.0,0.0
1,359.0,0.81208,26.0,31.0,7.5239,35.113,0.0,0.0,0.11376,0.54561,14.166,141324.0,6669.7,359.0,4.0,0.0
1,360.0,0.82567,26.0,31.0,7.5355,13.9,0.0,0.0,0.11599,0.54798,14.34,141309.0,6668.5,360.0,4.0,0.0
1,361.0,0.83925,25.0,32.0,7.5326,0.0,0.0,0.0,0.12196,0.0,16.741,141292.0,6667.1,361.0,4.0,0.0
1,362.0,0.8523,25.0,31.0,7.5419,0.0,0.0,0.0,0.14048,0.0,27.818,141265.0,6664.8,362.0,4.0,0.0
1,363.0,0.86558,23.0,29.0,7.5036,0.0,0.0,0.0,0.13766,0.0,31.685,141233.0,6662.1,363.0,4.0,0.2
1,364.0,0.87784,24.0,31.0,7.4812,0.0,50.0,0.0,0.13126,0.0,32.405,141201.0,6659.4,364.0,4.0,0.0
1,365.0,0.89081,24.0,31.0,7.4112,0.12275,0.0,0.0,0.12335,0.0,13.581,141187.0,6658.3,365.0,4.0,0.0
1,366.0,0.90378,24.0,31.0,7.3805,0.0,0.0,0.0,0.14812,0.0,24.451,141162.0,6656.2,1.0,4.0,0.0
1,367.0,0.91676,25.0,31.0,7.3293,0.0,0.0,0.0,0.16537,0.0,31.79,141131.0,6653.6,2.0,4.0,0.0
1,368.0,0.93004,27.0,31.0,7.2579,0.0,50.0,0.0,0.192,0.0,34.932,141096.0,6650.7,3.0,4.0,1.0
1,369.0,0.94392,25.0,30.0,7.1452,2.3837,0.0,0.00953628,0.20075,0.0,14.452,141081.0,6649.5,4.0,4.0,2.1
1,370.0,0.9572,26.0,31.0,7.0503,0.0,0.0,0.000899684,0.1989,0.0,18.855,141062.0,6647.9,5.0,4.0,2.8
1,371.0,0.97078,26.0,31.0,6.9481,0.0,0.0,0.00456233,0.19572,0.0,22.212,141040.0,6646.1,6.0,4.0,0.1
1,372.0,0.98437,25.0,31.0,6.8397,0.0,0.0,0.00316171,0.20465,0.0,30.872,141009.0,6643.5,7.0,4.0,0.0
1,373.0,0.99765,26.0,31.0,6.733,0.0,50.0,0.000708625,0.20958,0.0,35.599,140974.0,6640.5,8.0,4.0,0.2
1,374.0,1.0112,26.0,31.0,6.6148,4.4843,50.0,0.011371,0.17927,0.0,14.845,140959.0,6639.3,9.0,4.0,0.0
1,375.0,1.0581,25.0,31.0,6.5056,33.079,0.0,0.00125022,0.16143,0.55479,14.68,140944.0,6638.1,10.0,4.0,0.0
1,376.0,1.104,25.0,30.0,6.3825,14.29,50.0,0.0,0.1362,0.56095,14.531,140930.0,6636.8,11.0,4.0,0.0
1,377.0,1.1498,26.0,31.0,6.2598,52.285,0.0,0.0,0.1207,0.56644,14.328,140915.0,6635.6,12.0,4.0,0.0
1,378.0,1.1967,26.0,31.0,6.1369,35.025,0.0,0.0,0.12036,0.57124,14.489,140901.0,6634.4,13.0,4.0,0.1
1,379.0,1.2436,26.0,32.0,6.0128,14.817,0.0,0.0,0.12281,0.57529,14.809,140886.0,6633.2,14.0,4.0,0.0
1,380.0,1.2896,26.0,32.0,5.8869,0.0,0.0,0.0,0.13028,0.0,17.134,140869.0,6631.8,15.0,4.0,0.0
1,381.0,1.3355,26.0,32.0,5.7593,0.0,0.0,0.0,0.15567,0.0,28.966,140840.0,6629.4,16.0,4.0,1.5
1,382.0,1.3815,26.0,32.0,5.6299,0.0,0.0,0.0,0.16332,0.0,34.542,140805.0,6626.5,17.0,4.0,0.0
1,383.0,1.4275,26.0,32.0,5.4992,0.0,50.0,0.0,0.16203,0.0,36.694,140769.0,6623.4,18.0,4.0,3.7
1,384.0,1.4735,26.0,32.0,5.368,6.2073,0.0,0.0,0.12868,0.0,15.275,140754.0,6622.2,19.0,4.0,0.2
1,385.0,1.5194,26.0,32.0,5.2371,0.0,0.0,0.0,0.14534,0.0,22.256,140731.0,6620.3,20.0,4.0,0.0
1,386.0,1.5654,26.0,33.0,5.1067,0.0,0.0,0.0,0.1661,0.0,33.386,140698.0,6617.5,21.0,4.0,0.0
1,387.0,1.6101,25.0,33.0,4.9755,0.0,50.0,0.0,0.16222,0.0,35.874,140662.0,6614.5,22.0,4.0,0.0
1,388.0,1.6541,26.0,32.0,4.8425,3.3903,0.0,0.0,0.12725,0.0,15.269,140647.0,6613.3,23.0,4.0,0.2
1,389.0,1.7001,27.0,32.0,4.7033,0.0,0.0,0.0,0.14923,0.0,23.514,140623.0,6611.3,24.0,4.0,12.9
1,390.0,1.7469,24.0,30.0,4.5585,0.0,0.0,0.0,0.13318,0.0,19.508,140604.0,6609.7,25.0,4.0,0.0
1,391.0,1.7916,23.0,29.0,4.4073,0.0,0.0,0.0,0.14522,0.0,30.443,140573.0,6607.1,26.0,4.0,0.0
1,392.0,1.8339,24.0,31.0,4.2519,0.0,0.0,0.0,0.14363,0.0,35.129,140538.0,6604.2,27.0,4.0,3.6
1,393.0,1.8787,26.0,31.0,4.0932,0.0,0.0,0.0,0.1442,0.0,36.342,140502.0,6601.2,28.0,4.0,0.0
1,394.0,1.9255,25.0,31.0,3.933,0.0,0.0,0.0,0.13891,0.0,33.767,140468.0,6598.4,29.0,4.0,0.0
1,395.0,1.9714,25.0,32.0,3.7705,0.0,0.0,0.0,0.1334,0.0,31.985,140436.0,6595.7,30.0,4.0,0.0
1,396.0,2.0165,25.0,32.0,3.606,0.0,0.0,0.0,0.12951,0.0,30.684,140405.0,6593.1,31.0,4.0,0.0
2,80.0,0.0,26.0,33.0,0.0165,10.0,50.0,0.00871868,0.0916061,0.0,11.294,142010.0,6606.4,80.0,1.0,0.0
2,81.0,0.0124711,26.0,34.0,0.0190094,46.813,0.0,0.00838036,0.10593,0.31082,11.371,141999.0,6605.5,81.0,4.0,0.0
2,82.0,0.0245501,27.0,33.0,0.0218096,31.76,0.0,0.00701217,0.11199,0.31433,11.41,141987.0,6604.6,82.0,4.0,0.1
2,83.0,0.0372173,27.0,33.0,0.0251787,16.823,50.0,0.00603753,0.12899,0.31763,11.759,141976.0,6603.7,83.0,4.0,0.4
2,84.0,0.0498846,27.0,33.0,0.0290683,51.737,0.0,0.00526719,0.12688,0.32071,10.89,141965.0,6602.8,84.0,4.0,0.0
2,85.0,0.0625518,26.0,33.0,0.0335587,35.798,0.0,0.00456457,0.12253,0.32359,10.789,141954.0,6602.0,85.0,4.0,0.0
2,86.0,0.0750229,27.0,33.0,0.0386626,17.9,50.0,0.00405703,0.14786,0.32625,11.622,141942.0,6601.2,86.0,4.0,0.0
2,87.0,0.0876902,27.0,33.0,0.0446351,48.854,0.0,0.0036634,0.56578,0.32868,16.524,141926.0,6600.4,87.0,4.0,0.0
2,88.0,0.10036,27.0,33.0,0.0515303,26.694,0.0,0.00329579,0.74269,0.33088,19.049,141907.0,6599.5,88.0,4.0,0.0
2,89.0,0.11302,26.0,33.0,0.0594906,3.7383,50.0,0.00302196,0.89997,0.33284,20.68,141886.0,6598.7,89.0,4.0,0.0
2,90.0,0.1255,26.0,33.0,0.0685383,36.052,0.0,0.00279652,0.90263,0.33455,20.48,141866.0,6597.8,90.0,4.0,0.0
2,91.0,0.13797,26.0,32.0,0.078962,19.534,50.0,0.00258945,0.86917,0.336,20.346,141845.0,6597.0,91.0,4.0,0.1
2,92.0,0.1508,26.0,33.0,0.0913153,55.642,0.0,0.00240344,0.69909,0.3372,17.409,141828.0,6596.2,92.0,4.0,1.8
2,93.0,0.16327,26.0,33.0,0.1052,42.461,0.0,0.00220415,0.57649,0.33812,16.85,141811.0,6595.5,93.0,4.0,0.3
2,94.0,0.17574,27.0,33.0,0.1212,26.779,0.0,0.00206366,0.67722,0.33879,18.463,141793.0,6594.6,94.0,4.0,0.0
2,95.0,0.1884,27.0,33.0,0.13993,12.673,50.0,0.00197496,0.75316,0.33918,19.096,141773.0,6593.7,95.0,4.0,0.0
2,96.0,0.20107,27.0,33.0,0.16154,48.117,0.0,0.00189994,0.7131,0.33932,17.883,141756.0,6592.9,96.0,4.0,0.0
2,97.0,0.21374,27.0,33.0,0.1865,33.298,0.0,0.00181559,0.66239,0.3392,17.539,141738.0,6592.0,97.0,4.0,2.4
2,98.0,0.22641,27.0,34.0,0.21531,20.387,0.0,0.00174828,0.69983,0.33882,18.0,141720.0,6591.1,98.0,4.0,0.0
2,99.0,0.2386,27.0,33.0,0.24733,4.4534,0.0,0.0016998,0.72595,0.3382,18.03,141702.0,6590.2,99.0,4.0,0.7
2,100.0,0.25127,27.0,33.0,0.28554,0.0,0.0,0.00469842,0.72177,0.0,27.815,141674.0,6588.6,100.0,4.0,0.1
2,101.0,0.26394,28.0,32.0,0.32888,0.0,0.0,0.0024763,0.68848,7.4992,28.952,141645.0,6587.0,101.0,4.0,0.0
2,102.0,0.27719,29.0,32.0,0.37134,0.0,0.0,0.00358378,0.70207,0.0,30.984,141614.0,6585.4,102.0,4.0,0.0
2,103.0,0.29055,29.0,32.0,0.41868,0.0,0.0,0.00550307,0.68746,0.0,33.62,141581.0,6583.5,103.0,4.0,0.0
2,104.0,0.30391,27.0,32.0,0.47153,0.0,0.0,0.00474693,0.63401,0.0,35.01,141546.0,6581.6,104.0,4.0,5.1
2,105.0,0.31697,26.0,33.0,0.52871,0.0,50.0,0.00369134,0.99985,0.0,40.635,141505.0,6579.7,105.0,4.0,2.8
2,106.0,0.32944,26.0,32.0,0.58891,6.1817,0.0,0.059063,1.5688,0.0111255,27.894,141477.0,6578.6,106.0,4.0,4.5
2,107.0,0.34227,27.0,32.0,0.67912,0.0,0.0,0.0340881,1.4424,0.23161,23.732,141453.0,6577.4,107.0,4.0,2.6
2,108.0,0.35533,27.0,32.0,0.78402,0.0,0.0,0.0374227,1.4775,0.0,35.389,141418.0,6575.7,108.0,4.0,2.5
2,109.0,0.36839,27.0,32.0,0.90405,0.0,0.0,0.0352682,1.3857,0.0,44.54,141373.0,6573.6,109.0,4.0,3.5
2,110.0,0.38144,27.0,33.0,1.0381,0.0,0.0,0.0277766,1.2591,0.0,53.317,141320.0,6571.1,110.0,4.0,2.5
2,111.0,0.39411,27.0,33.0,1.2393,0.0,0.0,0.024674,1.1137,0.0,56.653,141263.0,6568.5,111.0,4.0,1.8
2,112.0,0.40678,29.0,34.0,1.439,0.0,0.0,0.0141542,1.0002,0.0,63.401,141200.0,6565.5,112.0,4.0,0.5
2,113.0,0.42094,28.0,34.0,1.6471,0.0,50.0,0.0,0.86842,0.0,65.822,141134.0,6562.4,113.0,4.0,0.0
2,114.0,0.43513,28.0,33.0,1.8256,0.0,0.0,0.13758,1.0005,0.0,26.384,141108.0,6561.0,114.0,4.0,0.0
2,115.0,0.44989,28.0,33.0,2.0745,0.0,0.0,0.0154044,0.62159,0.0,35.73,141072.0,6558.7,115.0,4.0,0.0
2,116.0,0.46466,29.0,34.0,2.3084,0.0,0.0,0.00390841,0.56994,0.0,49.256,141023.0,6555.5,116.0,4.0,0.7
2,117.0,0.47882,29.0,34.0,2.518,0.0,50.0,0.0,0.54354,0.0,51.889,140971.0,6552.1,117.0,4.0,8.1
2,118.0,0.49299,29.0,33.0,2.6904,3.0427,0.0,0.0456183,0.58005,0.0,20.11,140951.0,6550.8,118.0,4.0,0.0
2,119.0,0.5078,30.0,33.0,2.9861,0.0,0.0,0.0097472,0.44403,0.0,32.281,140919.0,6548.6,119.0,4.0,2.3
2,120.0,0.52239,30.0,34.0,3.2343,0.0,0.0,0.00490183,0.38516,0.0,43.588,140875.0,6545.5,120.0,4.0,11.3
2,121.0,0.53628,29.0,34.0,3.4935,0.0,0.0,0.00785287,0.28026,0.0,33.83,140841.0,6543.0,121.0,4.0,6.9
2,122.0,0.55044,30.0,34.0,3.7872,0.0,50.0,0.00521568,0.2477,0.0,35.01,140806.0,6540.5,122.0,4.0,5.7
2,123.0,0.56433,30.0,34.0,4.0182,6.3442,0.0,0.0133522,0.21154,0.0,17.918,140788.0,6539.1,123.0,4.0,0.1
2,124.0,0.57822,30.0,35.0,4.3303,0.0,0.0,0.00126801,0.21213,0.0,26.369,140762.0,6537.1,124.0,4.0,0.8
2,125.0,0.59142,30.0,34.0,4.6655,0.0,0.0,0.00135231,0.19792,0.0,38.215,140724.0,6534.0,125.0,4.0,2.0
2,126.0,0.6053,30.0,34.0,4.9524,0.0,50.0,0.000771851,0.18981,0.0,44.83,140679.0,6530.3,126.0,4.0,15.6
2,127.0,0.61919,30.0,34.0,5.2017,18.53,50.0,0.0,0.14451,0.0,17.66,140661.0,6528.6,127.0,4.0,25.5
2,128.0,0.63308,30.0,35.0,5.4939,76.855,0.0,0.0,0.14815,0.46747,17.419,140644.0,6526.4,128.0,4.0,3.7
2,129.0,0.64628,30.0,34.0,5.8014,57.395,0.0,0.0,0.15528,0.46803,17.244,140626.0,6523.8,129.0,4.0,9.5
2,130.0,0.66017,30.0,34.0,6.0587,46.836,0.0,0.0,0.15199,0.46863,16.848,140579.0,6521.3,130.0,4.0,3.4
2,131.0,0.67265,29.0,34.0,6.2851,30.165,0.0,0.0,0.14384,0.46928,16.599,140563.0,6518.9,131.0,4.0,0.5
2,132.0,0.68538,30.0,33.0,6.5273,10.643,50.0,0.0,0.14677,0.46992,16.722,140392.0,6516.7,132.0,4.0,0.4
2,133.0,0.69849,29.0,34.0,6.6596,40.68,0.0,0.0,0.13753,0.47048,16.539,140375.0,6514.7,133.0,4.0,8.6
2,134.0,0.71123,29.0,34.0,6.8518,29.742,0.0,0.0,0.13538,0.47087,16.398,140359.0,6512.6,134.0,4.0,4.4
2,135.0,0.72396,29.0,35.0,7.0181,13.795,50.0,0.0,0.13726,0.471,16.474,140342.0,6510.6,135.0,4.0,5.2
2,136.0,0.7361,29.0,33.0,7.1802,50.847,0.0,0.0,0.13434,0.47083,16.139,140326.0,6508.6,136.0,4.0,79.5
2,137.0,0.74942,29.0,33.0,7.2666,85.0,0.0,0.0,0.13307,0.4703,16.157,140310.0,6506.6,137.0,4.0,71.5
2,138.0,0.76274,29.0,34.0,7.3324,85.0,0.0,0.0,0.13659,0.46937,16.298,140087.0,6504.8,138.0,4.0,35.9
2,139.0,0.77547,29.0,33.0,7.4085,85.0,0.0,0.0,0.1295,0.46802,16.362,140070.0,6503.0,139.0,4.0,4.8
2,140.0,0.78879,29.0,32.0,7.4383,74.906,0.0,0.0,0.13059,0.46625,16.375,140054.0,6501.2,140.0,4.0,5.9
2,141.0,0.80266,28.0,32.0,7.4142,62.082,0.0,0.0,0.12899,0.46407,16.226,140038.0,6499.4,141.0,4.0,3.3
2,142.0,0.81642,28.0,32.0,7.4219,48.174,0.0,0.0,0.13054,0.46149,15.904,140022.0,6497.7,142.0,4.0,3.8
2,143.0,0.83018,29.0,32.0,7.4136,34.096,0.0,0.0,0.13656,0.45851,15.985,140006.0,6496.2,143.0,4.0,9.5
2,144.0,0.84404,31.0,33.0,7.3431,21.202,0.0,0.0,0.15558,0.45518,16.568,139989.0,6494.8,144.0,4.0,24.3
2,145.0,0.85653,29.0,30.0,7.2212,23.129,0.0,0.0,0.18129,0.4515,16.618,139973.0,6493.4,145.0,4.0,46.1
2,146.0,0.87117,29.0,31.0,7.0588,46.89,0.0,0.0,0.20118,0.44753,16.326,139956.0,6492.0,146.0,4.0,56.5
2,147.0,0.88554,31.0,32.0,6.9556,80.982,0.0,0.0,0.20877,0.44329,16.724,139940.0,6490.6,147.0,4.0,0.0
2,148.0,0.89865,31.0,33.0,6.7935,58.511,0.0,0.0,0.22882,0.43882,17.157,139923.0,6489.2,148.0,4.0,0.1
2,149.0,0.91114,30.0,31.0,6.688,36.108,0.0,0.0,0.23341,0.43417,17.121,139905.0,6487.8,149.0,4.0,0.4
2,150.0,0.92549,30.0,31.0,6.5467,14.111,0.0,0.0,0.23995,0.42938,17.124,139888.0,6486.3,150.0,4.0,3.5
2,151.0,0.93985,30.0,32.0,6.4097,0.0,0.0,0.0,0.24769,0.0,17.774,139870.0,6484.9,151.0,4.0,1.4
2,152.0,0.95358,29.0,32.0,6.3176,0.0,0.0,0.0,0.26514,0.0,27.273,139843.0,6482.6,152.0,4.0,18.7
2,153.0,0.96745,28.0,32.0,6.2482,0.0,0.0,0.0,0.22541,0.0,18.575,139825.0,6481.0,153.0,4.0,3.9
2,154.0,0.98121,29.0,32.0,6.1865,0.0,0.0,0.0,0.22799,0.0,24.588,139800.0,6479.0,154.0,4.0,0.1
2,155.0,0.99508,28.0,32.0,6.1037,0.0,0.0,0.000590043,0.2526,0.0,36.778,139763.0,6475.9,155.0,4.0,0.2
2,156.0,1.0088,30.0,32.0,6.0109,0.0,50.0,0.000115228,0.25846,0.0,42.041,139721.0,6472.4,156.0,4.0,0.0
2,157.0,1.0562,30.0,32.0,5.9121,0.14649,50.0,0.0125092,0.21418,0.0,17.127,139704.0,6471.0,157.0,4.0,0.0
2,158.0,1.1037,29.0,32.0,5.8016,27.561,0.0,0.00186087,0.20978,0.4449,17.077,139687.0,6469.6,158.0,4.0,35.0
2,159.0,1.1515,29.0,32.0,5.6917,40.519,0.0,0.00152203,0.18996,0.43996,16.938,139670.0,6468.2,159.0,4.0,1.8
2,160.0,1.1994,30.0,32.0,5.5816,19.684,50.0,0.0,0.17712,0.43523,17.085,139653.0,6466.7,160.0,4.0,1.8
2,161.0,1.2468,29.0,32.0,5.4712,48.729,0.0,0.0,0.17268,0.43069,16.978,139636.0,6465.2,161.0,4.0,0.0
2,162.0,1.2947,29.0,31.0,5.3602,25.887,0.0,0.0,0.16262,0.42631,16.88,139619.0,6463.7,162.0,4.0,0.3
2,163.0,1.3443,30.0,32.0,5.2484,3.4318,0.0,0.0,0.16425,0.42204,17.131,139602.0,6462.0,163.0,4.0,0.8
2,164.0,1.3917,29.0,32.0,5.1353,0.0,0.0,0.0,0.19526,0.0,27.312,139575.0,6459.5,164.0,4.0,7.7
2,165.0,1.4396,30.0,32.0,5.0217,0.0,0.0,0.0,0.18642,0.0,28.617,139213.0,6456.9,165.0,4.0,0.2
2,166.0,1.487,30.0,31.0,4.907,0.0,50.0,8.431e-05,0.22742,0.0,41.544,139172.0,6453.4,166.0,4.0,0.1
2,167.0,1.5366,30.0,32.0,4.7917,5.2846,0.0,0.0,0.19657,0.0,17.467,139154.0,6451.9,167.0,4.0,0.0
2,168.0,1.584,27.0,30.0,4.6753,0.0,0.0,0.00227093,0.22472,0.0,26.274,139128.0,6449.7,168.0,4.0,1.8
2,169.0,1.6322,27.0,32.0,4.5585,0.0,0.0,0.00285962,0.2166,0.0,34.633,139093.0,6446.8,169.0,4.0,8.8
2,170.0,1.679,29.0,32.0,4.4363,0.0,50.0,0.000286473,0.19463,0.0,32.579,139061.0,6444.1,170.0,4.0,14.9
2,171.0,1.7268,28.0,31.0,4.3071,22.443,0.0,0.00138957,0.19057,0.0,16.842,139044.0,6442.7,171.0,4.0,36.3
2,172.0,1.7757,27.0,29.0,4.1715,45.044,0.0,0.00143699,0.18267,0.44029,16.495,139027.0,6441.3,172.0,4.0,24.9
