*     Water balance PADDY used
*     Crop and soil nitrogen balance used
*     ****************************************************************
*     WARNING: Combined water and nitrogen limitations not validated!!
*     ****************************************************************
*     ORYZA model runs to simulate an experiment
*     Rice crop is direct-seeded
*     SETPMD: Penman evapotranspiration
*============================================================================
*
* ORYYZA200 driver info:
*     Year: 2015, day: 300, System start
*     Year: 2016, day:  42, System end
*----------------------------------------------------------------------------
* OUTPUT FROM RERUN SET:    1
* OUTPUT TABLE FORMAT  : TABLE OUTPUT      
* Simulation results
* Irrigation at minimum water depth; SWITIR=2
* PADDY: Puddled soil (SWITPD=1)
* PADDY: Groundwater below profile (SWITGW=0)
* PADDY: Fixed percolation (SWITVP=-1)
 
      TIME          WL0           IR          N2O          NH3      LEACHED     CO2RELEASED       SOC          SON    
 
   300.000       10.000       50.000      0.26016       1.1273       0.0000       10.916      1.42162E+05   6739.5    
   301.000       49.211       0.0000      0.24799       1.1015       0.0000       10.600      1.42151E+05   6738.6    
   302.000       49.193       0.0000      0.21601      0.87534       0.0000       9.7763      1.42141E+05   6737.8    
   303.000       33.798       0.0000      0.20251      0.80897       0.0000       10.045      1.42131E+05   6737.0    
   304.000       19.821       50.000      0.19177      0.84643       0.0000       10.555      1.42121E+05   6736.1    
   305.000       58.504       0.0000      0.17810      0.86920       0.0000       10.789      1.42110E+05   6735.2    
   306.000       85.000       0.0000      0.16242      0.84535       0.0000       10.738      1.42099E+05   6734.3    
   307.000       85.000       0.0000      0.15069      0.84308       0.0000       10.946      1.42088E+05   6733.4    
   308.000       75.792       0.0000      0.13805      0.83989       0.0000       10.929      1.42077E+05   6732.5    
   309.000       85.000       0.0000      0.12622      0.81622       0.0000       10.875      1.42066E+05   6731.6    
   310.000       10.000       0.0000      0.11561      0.80443       0.0000       10.824      1.42055E+05   6730.7    
   311.000       85.000       0.0000      0.10636      0.78835       0.0000       10.868      1.42045E+05   6729.7    
   312.000       85.000       0.0000      9.82185E-02  0.78397      2.45970E-03   10.966      1.42034E+05   6728.8    
   313.000       85.000       0.0000      9.05569E-02  0.77977      5.21526E-03   11.015      1.42023E+05   6727.9    
   314.000       76.157       0.0000      8.39810E-02  0.78439      8.16234E-03   11.179      1.42011E+05   6727.0    
   315.000       61.048       0.0000      7.85001E-02  0.81114      1.12859E-02   11.455      1.42000E+05   6726.0    
   316.000       46.083       0.0000      7.07825E-02  0.78356      1.45704E-02   10.901      1.41989E+05   6725.1    
   317.000       53.406       0.0000      6.17670E-02   1.0143      1.80007E-02   9.7264      1.41979E+05   6724.3    
   318.000       85.000       0.0000      5.77724E-02   1.1744      2.15615E-02   10.349      1.41969E+05   6723.4    
   319.000       85.000       0.0000      5.57430E-02   1.4073      2.52378E-02   11.062      1.41958E+05   6722.5    
   320.000       85.000       0.0000      5.28534E-02   1.4998      2.90149E-02   11.375      1.41947E+05   6721.6    
   321.000       71.420       0.0000      4.97346E-02   1.5190      3.28785E-02   11.543      1.41935E+05   6720.6    
   322.000       59.815       0.0000      4.65278E-02   1.4938      3.68142E-02   11.556      1.41923E+05   6719.7    
   323.000       79.193       0.0000      4.35280E-02   1.4569      4.08084E-02   11.646      1.41912E+05   6718.7    
   324.000       60.962       0.0000      4.09294E-02   1.4429      4.48475E-02   11.793      1.41900E+05   6717.7    
   325.000       44.607       0.0000      3.40318E-02   1.3579      4.89182E-02   11.454      1.41889E+05   6716.7    
   326.000       33.913       0.0000      3.14185E-02   1.2605      5.30078E-02   11.334      1.41877E+05   6715.8    
   327.000       47.889       0.0000      2.90704E-02   1.1756      5.71038E-02   11.014      1.41866E+05   6714.9    
   328.000       31.166       0.0000      2.70089E-02   1.1155      6.11939E-02   11.166      1.41855E+05   6714.0    
   329.000       43.280       0.0000      2.53299E-02   1.0838      6.52665E-02   11.102      1.41844E+05   6713.0    
   330.000       39.073       0.0000      2.35970E-02   1.0276      6.93100E-02   11.090      1.41833E+05   6712.1    
   331.000       63.771       0.0000      2.21399E-02   1.0005      7.33136E-02   11.327      1.41821E+05   6711.2    
   332.000       48.417       0.0000      2.06344E-02  0.95359      7.72665E-02   11.025      1.41810E+05   6710.2    
   333.000       34.775       0.0000      1.90642E-02  0.89013      8.11585E-02   11.186      1.41799E+05   6709.3    
   334.000       18.514       50.000      1.79407E-02  0.89088      8.49799E-02   11.672      1.41788E+05   6708.3    
   335.000       58.157       0.0000      1.42612E-02   1.7288      8.87211E-02   12.038      1.41776E+05   6707.3    
   336.000       39.025       0.0000      1.33994E-02   1.8987      9.23728E-02   11.865      1.41764E+05   6706.3    
   337.000       25.457       0.0000      1.25432E-02   1.8961      9.59262E-02   12.007      1.41752E+05   6705.3    
   338.000       6.2883       50.000      1.18195E-02   1.8778      9.93729E-02   12.283      1.41739E+05   6704.3    
   339.000       32.755       0.0000      1.10241E-02   1.6972      0.10271       12.059      1.41727E+05   6703.3    
   340.000       27.201       0.0000      1.01307E-02   1.4792      0.10995       11.890      1.41715E+05   6702.3    
   341.000       38.815       0.0000      9.36055E-03   1.2911      0.12750       11.719      1.41704E+05   6701.3    
   342.000       32.915       0.0000      8.66602E-03   1.1000      0.14470       11.597      1.41692E+05   6700.4    
   343.000       20.475       0.0000      7.89921E-03  0.95899      0.16150       11.734      1.41680E+05   6699.4    
   344.000       47.525       0.0000      5.84370E-03  0.79870      0.17787       11.417      1.41669E+05   6698.5    
   345.000       53.937       0.0000      5.43969E-03  0.61107      0.19374       10.640      1.41658E+05   6697.6    
   346.000       66.059       0.0000      5.13688E-03  0.47200      0.20908       11.119      1.41647E+05   6696.6    
   347.000       61.863       0.0000      4.99081E-03  0.35950      0.22382       11.419      1.41636E+05   6695.7    
   348.000       42.398       0.0000      4.79471E-03  0.31550      0.23794       11.183      1.41625E+05   6694.8    
   349.000       27.202       0.0000      2.36326E-03  0.25439      0.25138       11.173      1.41613E+05   6693.8    
   350.000       13.893       50.000      1.76979E-03  0.22259      0.26412       11.493      1.41602E+05   6692.9    
   351.000       50.647       0.0000      1.67128E-03  0.21739      0.27613       10.992      1.41591E+05   6691.9    
   352.000       32.378       0.0000      1.56954E-03  0.20994      0.28738       10.157      1.41581E+05   6691.1    
   353.000       13.299       50.000      1.47374E-03  0.20356      0.29787       9.9814      1.41571E+05   6690.3    
   354.000       45.763       0.0000      1.39727E-03  0.19962      0.30759       9.7835      1.41561E+05   6689.5    
   355.000       29.186       0.0000      1.33397E-03  0.19829      0.31654       10.093      1.41551E+05   6688.6    
   356.000       9.9395       50.000      1.29016E-03  0.20184      0.32471       10.721      1.41540E+05   6687.7    
   357.000       55.089       0.0000      1.25630E-03  0.20263      0.33213       10.231      1.41530E+05   6686.9    
   358.000       33.568       0.0000      1.21558E-03  0.20231      0.33879       10.455      1.41520E+05   6686.0    
   359.000       12.788       50.000      1.18724E-03  0.20647      0.34472       10.985      1.41509E+05   6685.1    
   360.000       41.448       0.0000      1.16570E-03  0.20961      0.34992       10.980      1.41498E+05   6684.2    
   361.000       19.842       50.000      1.14266E-03  0.21107      0.35443       10.981      1.41487E+05   6683.3    
   362.000       48.248       0.0000      1.11901E-03  0.21066      0.35827       10.693      1.41476E+05   6682.4    
   363.000       26.683       0.0000      1.09244E-03  0.20780      0.36144       10.317      1.41466E+05   6681.5    
   364.000       10.228       50.000      1.06620E-03  0.20643      0.36399       10.424      1.41455E+05   6680.6    
   365.000       39.110       0.0000      1.04578E-03  0.20636      0.36593       10.402      1.41445E+05   6679.8    
   366.000       17.655       50.000      1.02749E-03  0.20646      0.36730       10.473      1.41434E+05   6678.9    
   367.000       46.205       0.0000      1.01132E-03  0.20678      0.36811       10.439      1.41424E+05   6678.0    
   368.000       29.625       0.0000      9.97475E-04  0.20999      0.36839       11.010      1.41413E+05   6677.1    
   369.000       15.625       50.000      9.90985E-04  0.21389      0.36817       11.106      1.41402E+05   6676.2    
   370.000       52.561       0.0000      9.80143E-04  0.21350      0.36748       10.705      1.41391E+05   6675.3    
   371.000       41.520       0.0000      9.64573E-04  0.21304      0.36634       10.808      1.41380E+05   6674.4    
   372.000       25.284       0.0000      9.53432E-04  0.21471      0.36478       10.991      1.41369E+05   6673.5    
   373.000       5.4692       50.000      9.45107E-04  0.21789      0.36283       11.311      1.41358E+05   6672.5    
   374.000       34.961       0.0000      9.38913E-04  0.22115      0.36051       11.394      1.41347E+05   6671.6    
   375.000       13.622       50.000      9.31004E-04  0.22231      0.35785       11.316      1.41335E+05   6670.6    
   376.000       44.910       0.0000      9.20022E-04  0.22153      0.35488       11.070      1.41324E+05   6669.7    
   377.000       32.953       0.0000      9.07432E-04  0.22157      0.35161       11.231      1.41313E+05   6668.8    
   378.000       15.785       50.000      8.99333E-04  0.22429      0.34807       11.507      1.41301E+05   6667.8    
   379.000       45.703       0.0000      8.92477E-04  0.23064      0.34427       11.412      1.41290E+05   6666.9    
   380.000       24.191       0.0000      8.45185E-04  0.24308      0.34025       11.549      1.41278E+05   6665.9    
   381.000       3.8305       50.000      8.39026E-04  0.24917      0.33601       11.749      1.41267E+05   6664.9    
   382.000       40.644       0.0000      8.32704E-04  0.25314      0.33157       11.676      1.41255E+05   6664.0    
   383.000       26.181       0.0000      8.24670E-04  0.25416      0.32696       11.730      1.41243E+05   6663.0    
   384.000       15.084       50.000      8.17599E-04  0.24729      0.32218       11.832      1.41231E+05   6662.0    
   385.000       44.799       0.0000      8.10258E-04  0.23440      0.31726       11.703      1.41220E+05   6661.0    
   386.000       23.176       0.0000      8.01647E-04  0.23490      0.31220       11.808      1.41208E+05   6660.0    
   387.000       1.5250       50.000      7.94847E-04  0.23555      0.30701       11.767      1.41196E+05   6659.0    
   388.000       32.859       0.0000      7.86655E-04  0.23596      0.30172       11.786      1.41184E+05   6658.1    
   389.000       14.255       50.000      7.80289E-04  0.23893      0.29634       12.118      1.41172E+05   6657.1    
   390.000       55.266       0.0000      7.75215E-04  0.23865      0.29087       11.711      1.41161E+05   6656.1    
   391.000       33.167       0.0000      7.62491E-04  0.23206      0.28533       11.051      1.41150E+05   6655.2    
   392.000       11.249       50.000      7.47851E-04  0.22801      0.27972       11.066      1.41138E+05   6654.2    
   393.000       42.855       0.0000      7.38190E-04  0.22803      0.27406       11.303      1.41127E+05   6653.3    
   394.000       22.375       0.0000      7.32595E-04  0.22958      0.26835       11.461      1.41116E+05   6652.3    
   395.000       5.4613       50.000      7.27906E-04  0.23130      0.26261       11.584      1.41104E+05   6651.4    
   396.000       34.775       0.0000      7.23014E-04  0.23258      0.25684       11.579      1.41093E+05   6650.4    
   397.000       13.574       50.000      7.17467E-04  0.23346      0.25105       11.647      1.41081E+05   6649.4    
   398.000       43.894       0.0000      7.12085E-04  0.23464      0.24524       11.701      1.41069E+05   6648.5    
   399.000       22.277       0.0000      7.06929E-04  0.23550      0.23944       11.743      1.41057E+05   6647.5    
   400.000       1.4291       50.000      7.01795E-04  0.23618      0.23363       11.762      1.41046E+05   6646.5    
   401.000       33.599       0.0000      6.96559E-04  0.23782      0.22782       11.911      1.41034E+05   6645.5    
   402.000       11.211       50.000      6.92613E-04  0.23918      0.22212       11.933      1.41022E+05   6644.5    
   403.000       38.471       0.0000      6.86357E-04  0.23657      0.21655       11.484      1.41010E+05   6643.6    
   404.000       14.199       50.000      6.73968E-04  0.22800      0.21111       10.578      1.41000E+05   6642.7    
   405.000       40.607       0.0000      6.57785E-04  0.22113      0.20580       10.471      1.40989E+05   6641.8    
   406.000       17.550       50.000      6.48784E-04  0.22076      0.20061       10.971      1.40978E+05   6640.9    
   407.000       49.924       0.0000      6.45719E-04  0.22210      0.19554       11.052      1.40967E+05   6640.0    
 
      TIME          DOY      CROPSTA         RAIN          DVS    
 
   300.000       300.00       0.0000       4.7000            -    
   301.000       301.00       0.0000       15.500            -    
   302.000       302.00       0.0000       0.0000            -    
   303.000       303.00       0.0000       0.0000            -    
   304.000       304.00       0.0000       4.6000            -    
   305.000       305.00       0.0000       58.000            -    
   306.000       306.00       0.0000       15.000            -    
   307.000       307.00       0.0000       4.8000            -    
   308.000       308.00       0.0000       47.100            -    
   309.000       309.00       0.0000       21.600            -    
   310.000       310.00       1.0000       105.00       0.0000    
   311.000       311.00       4.0000       53.300      1.34480E-02
   312.000       312.00       4.0000       24.700      2.68247E-02
   313.000       313.00       4.0000       5.7000      4.02014E-02
   314.000       314.00       4.0000       0.0000      5.35780E-02
   315.000       315.00       4.0000      0.30000      6.66374E-02
   316.000       316.00       4.0000       22.200      7.98929E-02
   317.000       317.00       4.0000       72.200      9.32695E-02
   318.000       318.00       4.0000       32.900      0.10665    
   319.000       319.00       4.0000       21.800      0.12002    
   320.000       320.00       4.0000       0.0000      0.13308    
   321.000       321.00       4.0000       2.1000      0.14614    
   322.000       322.00       4.0000       33.200      0.15920    
   323.000       323.00       4.0000       0.0000      0.17258    
   324.000       324.00       4.0000       0.0000      0.18564    
   325.000       325.00       4.0000       4.4000      0.19870    
   326.000       326.00       4.0000       29.600      0.21176    
   327.000       327.00       4.0000       0.0000      0.22513    
   328.000       328.00       4.0000       24.100      0.23819    
   329.000       329.00       4.0000       9.3000      0.25157    
   330.000       330.00       4.0000       38.700      0.26494    
   331.000       331.00       4.0000       0.0000      0.27832    
   332.000       332.00       4.0000       4.2000      0.29141    
   333.000       333.00       4.0000      0.90000      0.30478    
   334.000       334.00       4.0000       6.0000      0.31784    
   335.000       335.00       4.0000      0.80000      0.33090    
   336.000       336.00       4.0000       1.7000      0.34416    
   337.000       337.00       4.0000       2.0000      0.35722    
   338.000       338.00       4.0000       3.0000      0.37047    
   339.000       339.00       4.0000       12.200      0.38373    
   340.000       340.00       4.0000       29.200      0.39710    
   341.000       341.00       4.0000       12.200      0.41048    
   342.000       342.00       4.0000       9.7000      0.42593    
   343.000       343.00       4.0000       42.000      0.44074    
   344.000       344.00       4.0000       21.600      0.45619    
   345.000       345.00       4.0000       27.600      0.47164    
   346.000       346.00       4.0000       13.700      0.48709    
   347.000       347.00       4.0000      0.20000      0.50254    
   348.000       348.00       4.0000       0.0000      0.51735    
   349.000       349.00       4.0000      0.70000      0.53246    
   350.000       350.00       4.0000       1.2000      0.54757    
   351.000       351.00       4.0000       3.8000      0.56302    
   352.000       352.00       4.0000       0.0000      0.57780    
   353.000       353.00       4.0000       1.3000      0.58954    
   354.000       354.00       4.0000       2.0000      0.60318    
   355.000       355.00       4.0000       2.3000      0.61681    
   356.000       356.00       4.0000       16.900      0.63121    
   357.000       357.00       4.0000      0.20000      0.64636    
   358.000       358.00       4.0000       0.0000      0.66147    
   359.000       359.00       4.0000       0.0000      0.67505    
   360.000       360.00       4.0000       0.0000      0.68864    
   361.000       361.00       4.0000       0.0000      0.70222    
   362.000       362.00       4.0000       0.0000      0.71527    
   363.000       363.00       4.0000      0.20000      0.72855    
   364.000       364.00       4.0000       0.0000      0.74081    
   365.000       365.00       4.0000       0.0000      0.75378    
   366.000       1.0000       4.0000       0.0000      0.76676    
   367.000       2.0000       4.0000       0.0000      0.77973    
   368.000       3.0000       4.0000       1.0000      0.79301    
   369.000       4.0000       4.0000       2.1000      0.80689    
   370.000       5.0000       4.0000       2.8000      0.82017    
   371.000       6.0000       4.0000      0.10000      0.83376    
   372.000       7.0000       4.0000       0.0000      0.84734    
   373.000       8.0000       4.0000      0.20000      0.86062    
   374.000       9.0000       4.0000       0.0000      0.87420    
   375.000       10.000       4.0000       0.0000      0.88778    
   376.000       11.000       4.0000       0.0000      0.90106    
   377.000       12.000       4.0000       0.0000      0.91434    
   378.000       13.000       4.0000      0.10000      0.92793    
   379.000       14.000       4.0000       0.0000      0.94151    
   380.000       15.000       4.0000       0.0000      0.95483    
   381.000       16.000       4.0000       1.5000      0.96814    
   382.000       17.000       4.0000       0.0000      0.98146    
   383.000       18.000       4.0000       3.7000      0.99478    
   384.000       19.000       4.0000      0.20000       1.0081    
   385.000       20.000       4.0000       0.0000       1.0541    
   386.000       21.000       4.0000       0.0000       1.1000    
   387.000       22.000       4.0000       0.0000       1.1447    
   388.000       23.000       4.0000      0.20000       1.1887    
   389.000       24.000       4.0000       12.900       1.2347    
   390.000       25.000       4.0000       0.0000       1.2815    
   391.000       26.000       4.0000       0.0000       1.3262    
   392.000       27.000       4.0000       3.6000       1.3685    
   393.000       28.000       4.0000       0.0000       1.4133    
   394.000       29.000       4.0000       0.0000       1.4602    
   395.000       30.000       4.0000       0.0000       1.5060    
   396.000       31.000       4.0000       0.0000       1.5511    
   397.000       32.000       4.0000       0.0000       1.5962    
   398.000       33.000       4.0000       0.0000       1.6412    
   399.000       34.000       4.0000       0.0000       1.6872    
   400.000       35.000       4.0000       0.0000       1.7323    
   401.000       36.000       4.0000      0.20000       1.7781    
   402.000       37.000       4.0000       0.0000       1.8241    
   403.000       38.000       4.0000       0.0000       1.8691    
   404.000       39.000       4.0000       0.0000       1.9126    
   405.000       40.000       4.0000       0.0000       1.9526    
   406.000       41.000       4.0000       0.0000       1.9947    
   407.000       42.000       4.0000       0.0000       2.0395    




*     Water balance PADDY used
*     Crop and soil nitrogen balance used
*     ****************************************************************
*     WARNING: Combined water and nitrogen limitations not validated!!
*     ****************************************************************
*     ORYZA model runs to simulate an experiment
*     Rice crop is direct-seeded
*     SETPMD: Penman evapotranspiration
*============================================================================
*
* ORYYZA200 driver info:
*     Year: 2016, day:  80, System start
*     Year: 2016, day: 182, System end
*----------------------------------------------------------------------------
* OUTPUT FROM RERUN SET:    2
* OUTPUT TABLE FORMAT  : TABLE OUTPUT      
* Simulation results
* Irrigation at minimum water depth; SWITIR=2
* PADDY: Puddled soil (SWITPD=1)
* PADDY: Groundwater below profile (SWITGW=0)
* PADDY: Fixed percolation (SWITVP=-1)
 
      TIME          WL0           IR          N2O          NH3      LEACHED     CO2RELEASED       SOC          SON    
 
   80.0000       49.924       0.0000      4.59721E-04  6.15677E-02  0.19060       9.8979      1.42533E+05   6649.8    
   81.0000       35.947       0.0000      4.29186E-04  7.01966E-02  0.18577       10.514      1.42523E+05   6648.9    
   82.0000       21.283       0.0000      4.17967E-04  9.12172E-02  0.18105       11.121      1.42512E+05   6648.0    
   83.0000       6.7583       50.000      4.15664E-04  0.11334      0.17645       11.417      1.42500E+05   6647.1    
   84.0000       42.124       0.0000      4.14335E-04  0.12618      0.17196       11.114      1.42489E+05   6646.2    
   85.0000       10.000       0.0000      4.11388E-04  0.13968      0.16758       11.278      1.42478E+05   6645.3    
   86.0000       0.0000       50.000      4.12503E-04  0.17408       0.0000       16.512      1.42461E+05   6644.0    
   87.0000       32.058       0.0000      3.47289E-05  0.18496       3.0475       13.767      1.42448E+05   6642.9    
   88.0000       10.044       50.000      2.05048E-05  0.20677      8.38527E-02   14.274      1.42433E+05   6641.8    
   89.0000       37.268       0.0000      2.07509E-05  0.22247      8.23876E-02   14.309      1.42419E+05   6640.7    
   90.0000       19.273       50.000      2.10437E-05  0.23492      8.10766E-02   14.539      1.42404E+05   6639.6    
   91.0000       52.875       0.0000      2.13854E-05  0.22704      7.99263E-02   13.807      1.42391E+05   6638.6    
   92.0000       39.079       0.0000      2.17806E-05  0.63510      7.89385E-02   19.182      1.42371E+05   6637.6    
   93.0000       26.020       0.0000      2.22263E-05  0.92632      7.81127E-02   22.444      1.42349E+05   6636.6    
   94.0000       10.509       50.000      2.27302E-05   1.1085      7.74505E-02   24.237      1.42325E+05   6635.6    
   95.0000       46.550       0.0000      2.33017E-05   1.0737      7.69557E-02   23.552      1.42301E+05   6634.5    
   96.0000       32.182       0.0000      2.39482E-05   1.0218      7.66297E-02   23.454      1.42278E+05   6633.5    
   97.0000       17.589       50.000      2.46675E-05   1.0688      7.64720E-02   23.799      1.42254E+05   6632.4    
   98.0000       54.965       0.0000      2.54626E-05  0.92699      7.64837E-02   21.510      1.42232E+05   6631.4    
   99.0000       39.373       0.0000      2.63379E-05  0.79376      7.66614E-02   20.713      1.42212E+05   6630.4    
   100.000       25.398       0.0000      2.72842E-05  0.86609      7.69998E-02   21.446      1.42190E+05   6629.3    
   101.000       9.6785       50.000      2.83087E-05  0.91904      7.74969E-02   21.725      1.42169E+05   6628.2    
   102.000       43.937       0.0000      2.94206E-05  0.88532      7.81528E-02   20.982      1.42148E+05   6627.1    
   103.000       26.599       0.0000      3.06250E-05  0.85055      7.89659E-02   20.723      1.42127E+05   6625.9    
   104.000       10.613       50.000      3.19190E-05  0.83812      7.99339E-02   20.426      1.42106E+05   6624.8    
   105.000       52.455       0.0000      3.33025E-05  0.74135      8.10563E-02   18.854      1.42088E+05   6623.7    
   106.000       41.693       0.0000      3.47771E-05  0.62364      8.23298E-02   17.726      1.42070E+05   6622.6    
   107.000       34.143       0.0000      3.63328E-05  0.60086      8.37506E-02   17.711      1.42052E+05   6621.5    
   108.000       24.610       0.0000      3.79733E-05  0.58867      8.53186E-02   17.736      1.42034E+05   6620.4    
   109.000       13.807       50.000      3.97097E-05  0.56966      8.70364E-02   17.712      1.42017E+05   6619.2    
   110.000       53.414       0.0000      4.15485E-05   1.1944      8.89091E-02   23.585      1.41993E+05   6618.2    
   111.000       41.465       0.0000      4.34938E-05   1.2975      9.09384E-02   25.066      1.41968E+05   6617.1    
   112.000       28.070       0.0000      4.55364E-05   1.5248      9.31247E-02   27.232      1.41941E+05   6616.0    
   113.000       10.859       50.000      4.76888E-05   1.5969      9.54720E-02   27.548      1.41913E+05   6614.8    
   114.000       40.605       0.0000      4.99700E-05   1.4396      9.79863E-02   25.926      1.41887E+05   6613.6    
   115.000       18.850       50.000      5.23892E-05   1.2488      0.10067       24.461      1.41863E+05   6612.4    
   116.000       45.517       0.0000      5.49383E-05   1.0603      0.10352       22.548      1.41840E+05   6611.2    
   117.000       22.891       0.0000      5.76211E-05  0.89773      0.10655       21.291      1.41819E+05   6610.0    
   118.000       6.9622       50.000      6.04369E-05  0.77559      0.10973       20.259      1.41799E+05   6608.8    
   119.000       31.701       0.0000      6.33908E-05  0.63845      0.11308       19.188      1.41780E+05   6607.5    
   120.000       9.4575       50.000      6.64892E-05  0.49049      0.11657       18.344      1.41761E+05   6606.2    
   121.000       47.761       0.0000      6.97252E-05  0.30105      0.12021       16.765      1.41744E+05   6604.9    
   122.000       32.083       0.0000      7.30948E-05  0.20724      0.12397       16.301      1.41728E+05   6603.6    
   123.000       14.270       50.000      7.65753E-05  0.16623      0.12782       16.509      1.41712E+05   6602.3    
   124.000       41.324       0.0000      8.01583E-05  0.14191      0.13174       16.239      1.41695E+05   6600.4    
   125.000       19.894       50.000      8.38376E-05  0.14131      0.13570       16.134      1.41654E+05   6597.8    
   126.000       51.565       0.0000      8.75852E-05  0.13438      0.13967       15.600      1.41490E+05   6595.5    
   127.000       48.089       0.0000      9.13782E-05  0.11942      0.14361       15.119      1.41475E+05   6593.6    
   128.000       56.239       0.0000      9.51753E-05  0.12460      0.14751       15.592      1.41459E+05   6591.6    
   129.000       37.902       0.0000      9.89686E-05  0.12982      0.15134       15.751      1.41444E+05   6589.7    
   130.000       27.187       0.0000      1.02765E-04  0.13276      0.15508       15.879      1.41428E+05   6587.7    
   131.000       10.380       50.000      1.06550E-04  0.13511      0.15872       15.921      1.41412E+05   6585.7    
   132.000       40.742       0.0000      1.10308E-04  0.13488      0.16225       15.802      1.41198E+05   6583.9    
   133.000       20.678       0.0000      1.14029E-04  0.12716      0.16567       15.807      1.41182E+05   6582.1    
   134.000       9.6552       50.000      1.17697E-04  0.12874      0.16896       15.883      1.41166E+05   6580.4    
   135.000       43.627       0.0000      1.21304E-04  0.12757      0.17213       15.693      1.41150E+05   6578.6    
   136.000       30.617       0.0000      1.24850E-04  0.12630      0.17516       15.629      1.41135E+05   6576.9    
   137.000       85.000       0.0000      1.28316E-04  0.12837      0.17807       15.723      1.41119E+05   6575.1    
   138.000       85.000       0.0000      1.31711E-04  0.13041      0.18084       15.811      1.40754E+05   6573.5    
   139.000       85.000       0.0000      1.35038E-04  0.12344      0.18349       15.867      1.40738E+05   6572.0    
   140.000       74.871       0.0000      1.38298E-04  0.12402      0.18600       15.873      1.40722E+05   6570.4    
   141.000       62.004       0.0000      1.41485E-04  0.12239      0.18839       15.709      1.40707E+05   6568.9    
   142.000       48.061       0.0000      1.44590E-04  0.11722      0.19066       15.287      1.40691E+05   6567.4    
   143.000       33.951       0.0000      1.47593E-04  0.11598      0.19280       15.347      1.40676E+05   6565.9    
   144.000       22.032       0.0000      1.50487E-04  0.12345      0.19481       15.980      1.40660E+05   6564.4    
   145.000       24.941       0.0000      1.53305E-04  0.12688      0.19671       16.030      1.40644E+05   6562.8    
   146.000       49.690       0.0000      1.56071E-04  0.12212      0.19849       15.574      1.40628E+05   6561.3    
   147.000       84.768       0.0000      1.58754E-04  0.12602      0.20016       16.023      1.40612E+05   6559.7    
   148.000       63.284       0.0000      1.61353E-04  0.13529      0.20172       16.549      1.40596E+05   6558.1    
   149.000       41.871       0.0000      1.63913E-04  0.13603      0.20317       16.449      1.40579E+05   6556.5    
   150.000       20.874       0.0000      1.66430E-04  0.15080      0.20453       16.455      1.39954E+05   6555.1    
   151.000       2.9167       50.000      1.68876E-04  0.16944      0.20580       16.609      1.39937E+05   6553.7    
   152.000       34.097       0.0000      1.71249E-04  0.18437      0.20697       16.458      1.39921E+05   6552.3    
   153.000       33.997       0.0000      1.73557E-04  0.19069      0.20806       16.133      1.39905E+05   6551.0    
   154.000       21.308       0.0000      1.75779E-04  0.19408      0.20907       16.162      1.39888E+05   6549.7    
   155.000       2.8113       50.000      1.77908E-04  0.19769      0.20999       16.130      1.39872E+05   6548.3    
   156.000       31.555       0.0000      1.79954E-04  0.20124      0.21084       16.258      1.39856E+05   6547.0    
   157.000       10.101       50.000      1.81936E-04  0.21304      0.21162       16.546      1.39840E+05   6545.6    
   158.000       38.594       0.0000      1.83872E-04  0.20805      0.21234       16.454      1.39823E+05   6544.2    
   159.000       52.093       0.0000      1.85772E-04  0.19722      0.21301       16.017      1.39807E+05   6542.9    
   160.000       32.358       0.0000      1.87610E-04  0.19665      0.21363       16.173      1.39791E+05   6541.5    
   161.000       12.532       50.000      1.89377E-04  0.19401      0.21421       16.413      1.39774E+05   6540.2    
   162.000       40.839       0.0000      1.91102E-04  0.17454      0.21474       16.289      1.39758E+05   6538.8    
   163.000       19.521       50.000      1.92798E-04  0.16036      0.21523       16.504      1.39742E+05   6537.4    
   164.000       48.620       0.0000      1.94451E-04  0.14397      0.21568       16.365      1.39725E+05   6536.1    
   165.000       34.644       0.0000      1.96069E-04  0.12314      0.21608       16.436      1.39709E+05   6534.7    
   166.000       13.132       50.000      1.97635E-04  0.12688      0.21642       16.736      1.39692E+05   6533.3    
   167.000       41.513       0.0000      1.99158E-04  0.12844      0.21672       16.747      1.39675E+05   6531.9    
   168.000       19.548       50.000      2.00649E-04  0.12350      0.21695       16.325      1.39659E+05   6530.5    
   169.000       52.152       0.0000      2.02071E-04  0.11589      0.21714       15.787      1.39643E+05   6529.2    
   170.000       44.856       0.0000      2.03383E-04  0.11261      0.21726       15.779      1.39627E+05   6527.9    
   171.000       42.684       0.0000      2.04580E-04  0.11291      0.21732       15.860      1.39612E+05   6526.6    
   172.000       65.392       0.0000      2.05693E-04  0.11115      0.21732       15.699      1.39596E+05   6525.3    
   173.000       76.600       0.0000      2.06730E-04  0.10939      0.21738       15.625      1.39580E+05   6524.0    
   174.000       70.714       0.0000      2.07683E-04  0.11079      0.21740       15.845      1.39564E+05   6522.7    
   175.000       54.018       0.0000      2.08567E-04  0.10959      0.21735       15.633      1.39549E+05   6521.4    
   176.000       41.721       0.0000      2.09387E-04  0.10766      0.21725       15.616      1.39533E+05   6520.1    
   177.000       32.268       0.0000      2.10121E-04  0.10975      0.21708       15.858      1.39517E+05   6518.7    
   178.000       24.932       0.0000      2.10792E-04  0.11222      0.21685       16.043      1.39501E+05   6517.4    
